time,Lx,V,pressure,U,T,work_cum,dS_IG,delta_a,alpha,alpha_over_T,PV_gamma,T_V_gamma_minus1,impulse_events
66.9,16.68,6672,0.554905035963,5244.53116404,0.383036164479,730.896596869,0.812295914444,2.53068748299,-0.124593405947,-0.325353072736,1312135.63107,135.751239925,31
67.1,16.67,6668,0.50048131633,5247.18350414,0.383229879064,732.898522134,1.44870260635,2.55697107254,0.095369027526,0.248918840472,1182262.33686,135.765604049,25
67.3,16.66,6664,0.653462415522,5249.91500811,0.383429375409,735.512371796,1.64838366807,3.24572395911,-0.514219995316,-1.34145643535,1542099.01985,135.781949891,32
67.5,16.65,6660,0.528714082211,5252.3927214,0.383610336065,737.627228125,0.979819871644,2.49063670467,-0.0129234127434,-0.0336968544134,1246458.79562,135.791666997,30
67.7,16.64,6656,0.510262120195,5254.50011007,0.383764249932,739.668276606,0.0085348842362,2.04432320741,0.0630654686341,0.164366841918,1201753.83874,135.791751643,28
67.9,16.63,6652,0.594167908811,5256.60719033,0.383918141275,742.044948241,0.00223252924808,2.37752857194,-0.270448315719,-0.704583871706,1397964.87422,135.791773784,33
68.1,16.62,6648,0.660828455517,5259.39547461,0.384121784591,744.688262063,1.77025321026,3.32312639425,-0.534842111573,-1.3927455945,1553246.63073,135.809331582,33
68.3,16.61,6644,0.50420809206,5261.62427169,0.384284565563,746.705094431,0.307258720369,2.13488214418,0.0939149279179,0.244440790733,1183929.52459,135.812379279,28
68.5,16.6,6640,0.771649109847,5264.89169665,0.384523203086,749.791690871,3.00283974519,4.24089970145,-0.973474736337,-2.53242689794,1810089.26115,135.842168026,36
68.7,16.59,6636,0.629396059829,5267.3861698,0.384705387803,752.30927511,0.985196556503,2.89650491877,-0.402031773124,-1.04528557021,1474918.36079,135.851942789,32
68.9,16.58,6632,0.535391978024,5269.39043243,0.384851769824,754.450843022,-0.294895866169,2.02809829981,-0.0238356638394,-0.0619464418028,1253370.26983,135.849016866,31
69.1,16.57,6628,0.63872332743,5272.75623759,0.385097592579,757.005736332,3.23583717411,3.80060869424,-0.434803531717,-1.12943409774,1493769.57891,135.881125925,33
69.3,16.56,6624,0.780343519555,5275.78827939,0.38531903881,760.12711041,2.36076081641,4.03075877607,-0.998716985484,-2.59266725248,1823138.66244,135.904556432,44
69.5,16.55,6620,0.553203653527,5278.24774701,0.385498666886,762.339925024,0.867708643806,2.54723720712,-0.0877695871919,-0.227731113448,1291164.83274,135.913169439,28
69.7,16.54,6616,0.761644826064,5281.08576166,0.385705942277,765.386504328,1.8428778823,3.75719726273,-0.9191826102,-2.38375808256,1775871.98903,135.931463934,39
69.9,16.53,6612,0.748642612191,5283.83103864,0.38590644454,768.381074777,1.59527799962,3.61003858123,-0.864761595661,-2.24144041862,1743797.10117,135.947302461,34
70.1,16.52,6608,0.615228515193,5286.67420978,0.386114096536,770.841988838,1.84178046244,3.17186023535,-0.328689102409,-0.85150351557,1431593.92529,135.965590653,29
70.3,16.51,6604,0.544196063231,5288.58682382,0.386253784971,773.018773091,-0.574498083012,1.95492231927,-0.0423082708064,-0.109554713031,1265029.06356,135.959885838,30
70.5,16.5,6600,0.66153888295,5291.49975507,0.386466531922,775.664928623,2.00897403852,3.42234305964,-0.509411810082,-1.3184894947,1536250.13772,135.979836168,37
70.7,16.49,6596,0.649087425081,5294.03319267,0.386651562421,778.261278323,1.02001971603,2.99064754985,-0.457209954426,-1.18276873293,1505812.64739,135.989966703,32
70.9,16.48,6592,0.686744008142,5296.80143655,0.386853742079,781.008254355,1.62050471282,3.37371052823,-0.605466651875,-1.5655138972,1591561.93382,136.006062629,39
71.1,16.47,6588,0.518090110502,5298.84764339,0.38700318751,783.080614797,-0.252182338095,1.97478391708,0.0714229225849,0.184589476049,1199484.44364,136.003557662,28
71.3,16.46,6584,0.551538717934,5301.29869081,0.387182200614,785.286769669,0.788058245174,2.51120646094,-0.0601590332324,-0.155412473951,1275632.89198,136.011385723,31
71.5,16.45,6580,0.78581620725,5304.21144618,0.387394934719,788.430034498,1.97364161917,3.90763366478,-0.994878299706,-2.56882950535,1815644.44169,136.030992579,41
71.7,16.44,6576,0.789369472138,5307.05057733,0.387602291654,791.587512387,1.77619301066,3.84575021694,-1.00661906292,-2.59773591096,1822006.83073,136.048640328,37
71.9,16.43,6572,0.930493684935,5310.43707456,0.387849625662,795.309487126,3.18025409399,4.95504180711,-1.56854457783,-4.04549796785,2145569.99918,136.080244147,45
72.1,16.42,6568,0.557551718892,5312.4629987,0.387997589739,797.539694002,-0.334899939185,2.10029128294,-0.0743671433794,-0.191705639727,1284321.44,136.076915728,32
72.3,16.41,6564,0.642839182736,5315.08418266,0.388189028824,800.111050733,1.19323687691,3.03444397926,-0.413260020965,-1.06484706405,1479278.55351,136.088775141,35
72.5,16.4,6560,0.691853785408,5317.85215114,0.388391188368,802.878465875,1.5644520187,3.37487638587,-0.606907906983,-1.56302695728,1590452.56342,136.104325573,39
72.7,16.39,6556,0.718136306152,5320.33978614,0.388572873659,805.751011099,0.835923944675,3.19728665641,-0.70965165053,-1.8267296654,1649194.17302,136.112635268,37
72.9,16.38,6552,0.761933991496,5322.92549948,0.388761722136,808.798747065,1.081818861,3.4682035795,-0.882490240032,-2.27055439139,1747996.2505,136.12339009,35
73.1,16.37,6548,0.727301768149,5325.84907131,0.388975246225,811.707954138,1.94379947294,3.66508942719,-0.741517598621,-1.90685959081,1666847.09039,136.142716365,36
73.3,16.36,6544,0.557564744017,5328.12662519,0.389141588167,813.938213114,0.276257675083,2.33773934988,-0.0601854741456,-0.15469521153,1276539.10215,136.145463287,31
73.5,16.35,6540,0.841563724308,5331.88434625,0.389416034637,817.304468011,4.07186499639,4.95134566321,-1.19362460275,-3.06624601132,1924789.55871,136.185957618,40
73.7,16.34,6536,0.792822336062,5334.73962277,0.389624570754,820.475757355,1.74565554724,3.85125762141,-0.995981101698,-2.55694271853,1811462.22855,136.203321694,41
73.9,16.33,6532,0.598119405135,5336.94041201,0.389785306165,822.868234976,0.0593205998906,2.41559515127,-0.214805910474,-0.551201407206,1365205.99321,136.203911797,32
74.1,16.32,6528,0.673146811723,5339.461586,0.389969440987,825.560822223,0.875157704755,3.03379143429,-0.512617445496,-1.31481712005,1534888.04243,136.212617881,34
74.3,16.31,6524,0.563401187999,5341.9402273,0.39015046942,827.814426975,0.759662212684,2.54991856065,-0.0712772558438,-0.182734102522,1283337.87684,136.220175466,35
74.5,16.3,6520,0.642965230339,5344.25739166,0.390319704328,830.386287896,0.33958499406,2.70437890102,-0.387214539614,-0.992259672793,1463075.75786,136.223554001,38
74.7,16.29,6516,0.867194269792,5347.72694961,0.390573104704,833.855064975,3.2844129389,4.75116430211,-1.28160635574,-3.28241300448,1971294.56964,136.256234988,37
74.9,16.28,6512,0.962527779788,5350.47324059,0.390773681024,837.705176094,1.42447588279,4.40661594533,-1.66032497001,-4.24990542057,2185767.30678,136.270411428,44
75.1,16.27,6508,0.890085450602,5353.50916034,0.390995410484,841.265517897,2.15819190699,4.40394566562,-1.36802591091,-3.49982092097,2019191.96417,136.291892649,42
75.3,16.26,6504,0.751981080995,5356.92250267,0.391244705132,844.273442221,3.11504579353,4.22628121482,-0.812938887662,-2.07848938308,1704149.93373,136.322903735,38
75.5,16.25,6500,0.682252460713,5359.11777879,0.39140503789,847.002452064,-0.00564717433694,2.72679996308,-0.531523844763,-1.35826747406,1544545.49519,136.322847509,36
75.7,16.24,6496,0.534327779174,5361.60817584,0.391586924908,849.13976318,0.742273000163,2.42790801336,0.062489042295,0.159616050391,1208419.65469,136.330238066,26
75.9,16.23,6492,0.628590007392,5364.54589967,0.391801482594,851.65412321,1.87762349358,3.24981426883,-0.312090435716,-0.79677062547,1420141.62858,136.348934708,33
76.1,16.22,6488,0.735854322844,5367.47630885,0.392015506051,854.597540501,1.85139308009,3.66899396579,-0.738584791375,-1.88458479996,1660771.61763,136.367372667,41
76.3,16.21,6484,0.589338374747,5369.92635267,0.392194445857,856.954894,0.619082871244,2.60009897333,-0.150055154858,-0.382691279275,1328728.95197,136.373538648,33
76.5,16.2,6480,0.621678544171,5373.07466728,0.392424384113,859.441608177,2.39225110543,3.42521680835,-0.276902200407,-0.705826038913,1400202.62893,136.397367764,32
76.7,16.19,6476,0.605579047804,5376.34238908,0.392663043316,861.863924368,2.68817134092,3.47754095248,-0.209819142977,-0.534511535011,1362538.89212,136.424149497,28
76.9,16.18,6472,0.602643800122,5378.88064578,0.39284842578,864.274499569,0.822895268749,2.73377203622,-0.195515340906,-0.49780391146,1354539.0838,136.432348895,27
77.1,16.17,6468,0.425010720042,5381.05734015,0.393007401414,865.974542449,-0.103598114546,1.65933628917,0.517358085227,1.31667429909,954296.292241,136.431316608,24
77.3,16.16,6464,0.929619644831,5384.76113879,0.39327790964,869.693021028,3.77423676328,5.20229204303,-1.49849340278,-3.81157674375,2085167.14011,136.468929452,46
77.5,16.15,6460,0.560182748509,5387.15506531,0.393452750899,871.933752022,0.43549563396,2.41203987792,-0.0181133613008,-0.0460471727092,1255212.51319,136.473270131,33
77.7,16.14,6456,0.609623091005,5389.68207125,0.39363731166,874.372244386,0.767372574046,2.74048802768,-0.213482091124,-0.542459119431,1364585.05794,136.480919034,33
77.9,16.13,6452,0.739103180451,5392.28556955,0.393827459068,877.328657108,0.955088134346,3.33246185117,-0.728963544859,-1.85141881125,1652706.24813,136.490439619,40
78.1,16.12,6448,0.642155200673,5394.83603807,0.394013733426,879.897277911,0.813799937472,2.88919335929,-0.338724839193,-0.859881007544,1434437.79234,136.498552328,32
78.3,16.11,6444,0.854774150016,5398.18306651,0.394258184816,883.316374511,2.82777779016,4.53362551157,-1.18659707949,-3.01062882497,1907409.46213,136.526745976,41
78.5,16.1,6440,0.470263815822,5400.55094494,0.394431123645,885.197429774,0.336786068215,2.01386504891,0.354013385178,0.897725837995,1048297.80335,136.530104205,25
78.7,16.09,6436,0.617142252681,5402.81653779,0.394596592009,887.665998785,0.0714193285876,2.49674492557,-0.231152075881,-0.585916239177,1374290.90957,136.530816367,31
78.9,16.08,6432,0.862488652144,5406.13691954,0.394839097249,891.115953393,2.73718634239,4.53037090199,-1.20998915391,-3.06545338746,1918654.52669,136.558113156,36
79.1,16.07,6428,0.748900322948,5408.99410884,0.395047773068,894.111554685,1.55604402793,3.61015066544,-0.752961363,-1.90650431421,1664244.50377,136.573633351,34
79.3,16.06,6424,0.500927742603,5411.00237077,0.395194447179,896.115265656,-0.599268293226,1.76692741713,0.241334515184,0.610786184289,1112032.90562,136.567655959,25
79.5,16.05,6420,0.735690629454,5414.61925782,0.395458607787,899.058028173,3.46365684791,4.3120379519,-0.695150905569,-1.7584221074,1631499.47317,136.602207765,33
79.7,16.04,6416,0.592379135283,5417.38056555,0.395660280861,901.427544715,1.29176579202,2.88048670002,-0.119178972615,-0.301292193437,1312321.80688,136.615096049,31
79.9,16.03,6412,0.623056403164,5420.09832189,0.395858773144,903.919770327,1.17464360992,2.95710201212,-0.239345669898,-0.604775510297,1378848.50668,136.62681683,32
80.1,16.02,6408,0.675952221694,5422.89717337,0.396063188239,906.623579214,1.37240339152,3.24722707959,-0.4483755954,-1.13237318136,1494354.04998,136.640512164,37
80.3,16.01,6404,0.925392832145,5426.26592651,0.396309226301,910.325150543,2.80329762964,4.81219918432,-1.44344604349,-3.64335258775,2043674.23621,136.668490782,44
80.5,16,6400,0.900146070448,5429.70320866,0.396560269402,913.925734824,2.96726889823,4.77691277927,-1.33963063464,-3.37919579931,1985849.26236,136.698112174,42
80.7,15.99,6396,1.01764972824,5433.30547164,0.396823361937,917.996333737,3.37397630709,5.40902770024,-1.80676471465,-4.55458026428,2242740.77724,136.731801411,49
80.9,15.98,6392,0.782604988816,5436.93560945,0.397088490319,921.126753693,3.43458588248,4.49379917511,-0.863661371497,-2.17571099119,1722941.59533,136.766104363,41
81.1,15.97,6388,0.898651347537,5440.12536397,0.397321455154,924.721359083,2.31657200751,4.51475931123,-1.32500478704,-3.33582124593,1976360.09161,136.789246002,46
81.3,15.96,6384,0.632059391924,5442.88250186,0.397522823683,927.24959665,1.22004776017,3.01311155874,-0.255973669766,-0.644085078251,1388607.0086,136.801435372,33
81.5,15.95,6380,0.713613625167,5445.39236698,0.397706132557,930.104051151,0.591217515376,3.0895311445,-0.579666030494,-1.45785946537,1566141.26066,136.807342555,37
81.7,15.94,6376,0.810588104795,5448.74436084,0.397950946599,933.34640357,2.7010464716,4.31690579231,-0.964911930231,-2.42544672952,1777109.02973,136.834333458,42
81.9,15.93,6372,0.804241511826,5451.20646417,0.398130767176,936.563369618,0.457283106447,3.39898340683,-0.936880076682,-2.35372841876,1761351.76055,136.838903504,38
82.1,15.92,6368,0.82354390867,5454.20158618,0.398349516957,939.857545252,1.78902615279,4.00663766393,-1.01151565584,-2.53996407944,1801738.88061,136.856784338,42
82.3,15.91,6364,0.851728843467,5457.46971494,0.398588205882,943.264460626,2.46624719255,4.38963808466,-1.12150932223,-2.81454695916,1861451.13345,136.881437643,41
82.5,15.9,6360,0.782630833124,5460.76335161,0.398828757786,946.394983959,2.52168830135,4.13594184679,-0.842305172693,-2.11258403337,1708646.20549,136.906649746,42
82.7,15.89,6356,0.793179890359,5463.86619855,0.399055375296,949.56770352,2.03500167561,3.98456733532,-0.881720397625,-2.2101464638,1729862.20133,136.926999291,39
82.9,15.88,6352,0.582930439314,5466.25061745,0.399229522163,951.899425277,0.227552840943,2.42254775541,-0.0381288505872,-0.0955269245568,1269991.70052,136.929274954,27
83.1,15.87,6348,0.62915004138,5468.95254171,0.399426858144,954.416025443,1.01625329352,2.92241875396,-0.220494494363,-0.55216360828,1369248.98072,136.939438553,35
83.3,15.86,6344,0.616932973452,5471.68564674,0.399626471424,956.883757337,1.0873120158,2.90214203706,-0.169037014075,-0.423093197462,1341250.63304,136.950313648,28
83.5,15.85,6340,0.545940870874,5474.10608935,0.399803249295,959.06752082,0.298248644118,2.30297789863,0.117464711875,0.293871265556,1185662.37367,136.953296828,26
83.7,15.84,6336,0.658033966162,5477.08986913,0.400021170693,961.699656685,1.70027915073,3.31209825742,-0.32831847304,-0.820976366399,1427601.27039,136.97030481,40
83.9,15.83,6332,0.578780707356,5479.39555329,0.40018956714,964.014779514,-0.00175358768329,2.31442120958,-0.00873705427635,-0.021836883369,1254340.82236,136.970287268,31
84.1,15.82,6328,0.668934134251,5482.07532065,0.400385284885,966.690516051,0.926519363717,3.04661058826,-0.366843227841,-0.916449541007,1448196.43851,136.979556178,34
84.3,15.81,6324,0.691114463162,5484.77095278,0.400582161319,969.454973904,0.959204799328,3.1486037619,-0.452971630444,-1.13106127494,1494639.36785,136.989152734,32
84.5,15.8,6320,0.893685584688,5488.22044288,0.400834096033,973.029716243,2.83309803024,4.70998774881,-1.26049764342,-3.14567525141,1930692.9758,137.017500956,39
84.7,15.79,6316,0.732242573248,5491.32456175,0.401060806438,975.958686536,1.96291534334,3.7159961969,-0.611877335414,-1.52607862584,1580247.7396,137.037145495,42
84.9,15.78,6312,0.712999825714,5494.27541672,0.401276323161,978.810685838,1.57294345018,3.48301476928,-0.532159790698,-1.32652415317,1537096.28891,137.052889292,38
85.1,15.77,6308,0.895575827321,5497.73092992,0.401528697774,982.392989148,2.82222812006,4.71515276179,-1.25963956369,-3.13809587844,1928657.76752,137.081141876,47
85.3,15.76,6304,0.745687436036,5501.02333788,0.401769159939,985.375738892,2.40718709797,3.9495938636,-0.657185906211,-1.63621974066,1604170.40523,137.105244196,36
85.5,15.75,6300,0.661932227561,5503.59790221,0.401957194143,988.023467802,0.612853040075,2.89401197999,-0.319447647676,-0.794916444019,1422485.26119,137.111381156,29
85.7,15.74,6296,0.730402872981,5506.80630897,0.402191521251,990.945079294,2.18223938053,3.79903398919,-0.590627231875,-1.468950259,1567967.31381,137.133235793,40
85.9,15.73,6292,0.727429214327,5509.81142139,0.402411000686,993.854796151,1.66872571621,3.58104731715,-0.575934895796,-1.43160102061,1559930.5449,137.149950057,39
86.1,15.72,6288,0.786578297649,5512.87999162,0.402635114784,997.001109342,1.81857077433,3.87832985939,-0.809759632453,-2.01170993038,1684985.55227,137.168167517,38
86.3,15.71,6284,0.920326460053,5516.20728024,0.40287812447,1000.68241518,2.45282527755,4.66919745753,-1.34190883775,-3.33181075706,1969407.26545,137.192742428,41
86.5,15.7,6280,0.802104090706,5518.89993564,0.403074783497,1003.89083154,0.869755657735,3.55890741361,-0.866252012417,-2.14963431202,1714602.57176,137.201457587,37
86.7,15.69,6276,0.702505891331,5521.60241246,0.403272159835,1006.70085511,0.887147507797,3.16769790592,-0.465221087369,-1.15389806141,1500104.55181,137.210347587,33
86.9,15.68,6272,0.770842462183,5525.46326105,0.40355413826,1009.78422496,3.75088533646,4.59652631403,-0.735677720789,-1.82363346987,1644279.76676,137.247941129,38
87.1,15.67,6268,0.897198829766,5528.53865686,0.403778750866,1013.37302028,1.79537057418,4.31352617542,-1.2381303707,-3.06721152422,1911776.02719,137.265939016,47
87.3,15.66,6264,0.561442736744,5530.63511252,0.403931866237,1015.61879123,-0.635897137115,1.98896051246,0.107495150892,0.266172435066,1195065.5198,137.259564126,29
87.5,15.65,6260,0.555885355135,5533.64971144,0.404152038522,1017.84233265,1.63037871975,2.88228282159,0.132316100978,0.327481094968,1181977.26021,137.27590932,31
87.7,15.64,6256,0.881507260803,5537.03496186,0.404399281468,1021.36836169,2.53916734664,4.55255259811,-1.1673021752,-2.88739167532,1872350.39765,137.301369358,45
87.9,15.63,6252,0.731150942375,5540.05657202,0.404619965821,1024.29296546,1.63162673914,3.58461248768,-0.563002328291,-1.39181442265,1551334.05526,137.317732046,33
88.1,15.62,6248,0.688545776146,5543.05158673,0.404838707766,1027.04714856,1.55812349754,3.38480139439,-0.389786689588,-0.963079900943,1459378.19571,137.333359432,41
88.3,15.61,6244,0.784214013559,5545.98025994,0.405052604436,1030.18400462,1.38660106027,3.69835413034,-0.769680922059,-1.90070176198,1660374.63176,137.347268008,39
88.5,15.6,6240,0.75102996098,5549.06154561,0.405277647211,1033.18812446,1.75560481993,3.71542969169,-0.634144021135,-1.56514956673,1588418.41093,137.36487997,36
88.7,15.59,6236,0.570002869214,5551.32848078,0.405443213612,1035.46813594,-0.260764346719,2.17430792903,0.0926272448014,0.228505887236,1204260.80781,137.362263878,31
88.9,15.58,6232,0.882755018422,5554.59222423,0.405681582255,1038.99915601,2.19053714283,4.41941957009,-1.15567612186,-2.84956427851,1863027.51758,137.384241764,43
89.1,15.57,6228,0.825907253904,5557.35339551,0.405883245363,1042.30278503,0.943887007773,3.68664176399,-0.925470484648,-2.28070624343,1741187.81934,137.393712964,40
89.3,15.56,6224,0.680039274176,5559.68471995,0.406053514457,1045.02294212,-0.12181390071,2.67070450478,-0.339380067415,-0.835976603622,1432132.83407,137.392490616,38
89.5,15.55,6220,0.702687973543,5562.47337635,0.406257184951,1047.83369402,0.997775043231,3.21600356578,-0.427347156858,-1.05217660476,1478245.2602,137.402503163,33
89.7,15.54,6216,0.858917930778,5565.50091752,0.406478302477,1051.26936574,1.57826512477,4.07702776084,-1.04948659836,-2.58260310912,1804970.10045,137.418342345,44
89.9,15.53,6212,0.699692853197,5568.20929218,0.406676109566,1054.06813715,0.785638624064,3.1181941695,-0.409819509521,-1.00797463176,1468790.48253,137.426227552,35
90.1,15.52,6208,0.739282374948,5571.00233955,0.406880100756,1057.02526665,0.986718556553,3.35850500455,-0.565457627702,-1.3900886516,1550231.41261,137.436131576,36
90.3,15.51,6204,0.922519210439,5573.88236,0.407090444055,1060.7153435,1.19313462422,4.17566506181,-1.29564461767,-3.18351720693,1932391.27176,137.44810842,41
90.5,15.5,6200,0.579606937169,5576.76150549,0.407300723451,1063.03377124,1.18353651027,2.80035858887,0.0787869034493,0.193486635398,1212792.18733,137.459989949,32
90.7,15.49,6196,0.948635908083,5579.75050181,0.407519025841,1066.82831488,1.44565031299,4.38351584513,-1.39451952518,-3.42289083296,1982828.90602,137.474504232,47
90.9,15.48,6192,0.739348573023,5582.38881042,0.407711715631,1069.78570917,0.577807542402,3.1929175277,-0.554608914428,-1.36061825496,1543716.28314,137.48030583,39
91.1,15.47,6188,0.56970647329,5585.06472495,0.407907151983,1072.06453506,0.66313270103,2.5492576645,0.126656861007,0.310578546025,1188233.14489,137.486964455,28
91.3,15.46,6184,0.92796943557,5588.60161982,0.408165470334,1075.7764128,2.76572844353,4.84039537404,-1.30350050636,-3.19456987213,1933375.18604,137.514739069,42
91.5,15.45,6180,0.966236802404,5592.20601736,0.408428718767,1079.64136001,2.9217003488,5.05786897318,-1.45347143083,-3.55983780004,2010933.45896,137.544086114,42
91.7,15.44,6176,0.769863122978,5595.6848514,0.408682796626,1082.72081251,2.60495220465,4.14372071365,-0.664886669081,-1.62740741393,1600512.22597,137.57025686,36
91.9,15.43,6172,0.613644746599,5598.73471243,0.408905544291,1085.17539149,1.54679525825,3.08689987086,-0.0370388490513,-0.0906051302292,1274364.16184,137.58579915,32
92.1,15.42,6168,1.00456218956,5602.10886068,0.409151976386,1089.19364025,2.33150508507,4.97190139292,-1.59775313576,-3.90621220482,2083934.68403,137.60922957,51
92.3,15.41,6164,1.04212762759,5605.81985016,0.409423009798,1093.36215076,3.14544568188,5.45590208814,-1.7449126129,-4.26329326536,2159526.94023,137.640845994,49
92.5,15.4,6160,0.984579555005,5608.41677584,0.409612677172,1097.30046898,0.416073531759,4.10870775548,-1.51178207262,-3.6916146553,2038067.98501,137.645028698,50
92.7,15.39,6156,0.771887996668,5612.23058201,0.409891219837,1100.38802097,3.37839975519,4.47185786919,-0.658051699978,-1.60597576748,1596070.14003,137.678995781,36
92.9,15.38,6152,0.710408877713,5615.44536169,0.410126012393,1103.22965648,1.90770960195,3.6238128847,-0.409033206987,-0.997621003339,1467356.3349,137.698179965,34
93.1,15.37,6148,0.924978248545,5618.81300683,0.410371969532,1106.92956947,2.27187295579,4.63194658189,-1.26430143878,-3.08179048975,1908481.48719,137.721029711,50
93.3,15.36,6144,0.73158942569,5622.15556388,0.410616094353,1109.85592718,2.20199204161,3.83026229423,-0.487705242967,-1.18809338265,1507831.33599,137.743180237,35
93.5,15.35,6140,0.93840405966,5625.36124696,0.410850222536,1113.60954341,1.86013932235,4.51763713766,-1.31195406378,-3.19417616232,1931985.35417,137.761894735,44
93.7,15.34,6136,0.540589081188,5627.36447341,0.410996528879,1115.77189974,-1.07357843868,1.72119784864,0.282028604365,0.686328938771,1111756.10032,137.751093362,34
93.9,15.33,6132,0.651945355994,5629.97808739,0.411187415088,1118.37968116,0.405338816145,2.77441295723,-0.160798977792,-0.391150858568,1339311.01206,137.755171414,36
94.1,15.32,6128,0.892677819456,5633.91167736,0.411474706205,1121.95039244,3.60679504924,5.05429811096,-1.12070813932,-2.72458913645,1831861.65343,137.791464148,39
94.3,15.31,6124,0.770447387705,5637.311462,0.411723010663,1125.03218199,2.29977697835,4.02837512976,-0.628590494106,-1.52719202502,1579313.29129,137.814610238,36
94.5,15.3,6120,0.708802390463,5640.34677412,0.411944695743,1127.86739155,1.40617054617,3.41431819614,-0.379006076976,-0.920288786431,1451368.00115,137.828764546,36
94.7,15.29,6116,0.760589220578,5643.34393798,0.412163594652,1130.90974844,1.30575022554,3.58039667534,-0.583232813312,-1.41542760851,1555712.33077,137.841909341,38
94.9,15.28,6112,0.906692340136,5646.51546777,0.412395228438,1134.5365178,1.7208029588,4.33622099178,-1.16469119548,-2.82500450632,1852531.16454,137.859234324,43
95.1,15.27,6108,0.791113205665,5649.63734872,0.412623236103,1137.70097062,1.59224941321,3.82127040568,-0.699389460804,-1.6954516556,1614620.07549,137.875266974,38
95.3,15.26,6104,0.649069702924,5652.57974707,0.412838135194,1140.29724943,1.14940789236,3.0706747192,-0.128276366981,-0.31079920016,1323271.25731,137.886841731,34
95.5,15.25,6100,0.76995052484,5655.83380427,0.413075796397,1143.37705153,1.89628228089,3.86288507637,-0.608827873375,-1.47431312171,1567999.3478,137.90593978,33
95.7,15.24,6096,0.713444725836,5659.02368631,0.413308770545,1146.23083043,1.7325540994,3.56965688791,-0.37977485616,-0.919123786556,1451338.09767,137.923391183,37
95.9,15.23,6092,0.554544810387,5661.93641941,0.413521503024,1148.44900967,1.05407346112,2.65394916566,0.258783939378,0.625966289939,1126859.58506,137.934009573,31
96.1,15.22,6088,0.791364914296,5664.74578445,0.413726685981,1151.61446933,0.796670607726,3.49498181592,-0.685616778597,-1.65758423581,1606329.11546,137.942035512,41
96.3,15.21,6084,0.806765132442,5668.4305597,0.413995804828,1154.84152986,2.90406468575,4.42894035735,-0.744165106509,-1.7981029023,1635795.95207,137.971296035,37
96.5,15.2,6080,0.791239996797,5671.92927349,0.414251334611,1158.00648985,2.44518947812,4.17757058251,-0.678856789651,-1.63926141685,1602559.62897,137.995937876,38
96.7,15.19,6076,0.690476106705,5674.57906056,0.414444862735,1160.76839428,0.387835444396,2.9226033058,-0.272816234655,-0.658422798436,1396941.64154,137.999846763,29
96.9,15.18,6072,0.967331349476,5678.34800519,0.414720128922,1164.63771967,3.0797449457,5.14613374401,-1.37718911312,-3.32186989798,1954916.44899,138.030890594,46
97.1,15.17,6068,0.916144487192,5681.27643903,0.414934008109,1168.30229762,1.04425219144,4.09776202413,-1.16932818271,-2.81883288595,1849438.63625,138.041418242,47
97.3,15.16,6064,1.08691691973,5684.26852609,0.415152536232,1172.6499653,1.18997360541,4.8415582179,-1.84947116007,-4.45609237416,2191770.12878,138.053415962,54
97.5,15.15,6060,0.804652145137,5686.51064703,0.415316290318,1175.86857388,-0.623443774148,2.95973327078,-0.717612329895,-1.7282101554,1620799.20014,138.047130059,38
97.7,15.14,6056,0.815699999869,5689.64467633,0.415545185242,1179.13137388,1.51697602512,3.89299846879,-0.758969169403,-1.82694514484,1641245.5934,138.062425544,45
97.9,15.13,6052,0.69168810688,5693.28437819,0.415811012138,1181.89812631,2.7250049961,3.89947732322,-0.259775463441,-0.62494383096,1390193.24499,138.089905696,34
98.1,15.12,6048,0.788772330547,5696.16287274,0.416021243992,1185.05321563,0.885811989748,3.52351281516,-0.64501827255,-1.55083736606,1583572.5744,138.098839793,42
98.3,15.11,6044,0.80839662219,5700.32216585,0.416325019417,1188.28680212,3.95510752987,4.87959597569,-0.720302859498,-1.73077694023,1621182.53447,138.138737153,37
98.5,15.1,6040,0.777424426929,5703.51764236,0.416558402159,1191.39649983,1.63025424707,3.78860357538,-0.593127069792,-1.4242739246,1557350.66704,138.155185785,39
98.7,15.09,6036,0.840573978764,5707.49360277,0.416848787816,1194.75879574,3.4944240799,4.81843499156,-0.842474576021,-2.02175979798,1681994.84388,138.190449766,43
98.9,15.08,6032,1.00719788075,5710.96915541,0.417102626016,1198.78758727,2.28410014285,4.98120579475,-1.50565315364,-3.61088938437,2013185.02569,138.213504626,46
99.1,15.07,6028,0.873531662268,5714.09128865,0.417330652107,1202.28171391,1.42818429805,4.08998890186,-0.967855668082,-2.31979163213,1744083.97036,138.227922144,41
99.3,15.06,6024,0.717577117531,5717.16417439,0.41755508139,1205.15202238,1.30213533616,3.41387557774,-0.34098984013,-0.816853915329,1431122.64341,138.241068508,33
99.5,15.05,6020,0.835632268168,5720.29222107,0.417783539371,1208.49455146,1.42618823567,3.93820412954,-0.810157443373,-1.9397102522,1664725.71245,138.255468746,40
99.7,15.04,6016,0.696280221082,5723.41187856,0.418011384645,1211.27967234,1.39799468158,3.36933931366,-0.249681829907,-0.597471515399,1385576.2733,138.269585769,36
99.9,15.03,6012,0.880056406639,5726.70914992,0.41825220201,1214.79989797,1.81455539507,4.27894892799,-0.98167756326,-2.34777067644,1749344.9759,138.287911393,47
100.1,15.02,6008,0.55116770875,5730.02051412,0.41849404865,1217.0045688,1.83965077742,2.97433128027,0.337032919033,0.805579753163,1094377.03828,138.306492941,31
