time,Lx,V,pressure,U,T,work_cum,dS_IG,delta_a,alpha,alpha_over_T,PV_gamma,T_V_gamma_minus1,impulse_events
33.3,18.36,7344,0.572540572889,4843.62050892,0.353755514821,328.305886422,0.587564674936,2.49797435785,-0.53223954473,-1.50484599219,1588646.90823,133.6569863,28
33.5,18.35,7340,0.406257696905,4845.52725357,0.353894774582,329.93091721,0.415914212602,1.77219169408,0.134552952794,0.380280923526,1126233.31152,133.661046385,24
33.7,18.34,7336,0.731236996165,4847.88965539,0.354067313423,332.855865194,1.69806614434,3.52603121122,-1.16362938893,-3.28726469579,2025304.65262,133.677623903,40
33.9,18.33,7332,0.528158035372,4849.65111845,0.354195962493,334.968497336,-0.00442187721028,2.11106621487,-0.349603160908,-0.987212447111,1461508.40962,133.677580731,25
34.1,18.32,7328,0.48620308721,4851.82957388,0.354355066746,336.913309685,1.16786989737,2.35856005774,-0.180104621364,-0.508374454152,1344188.4103,133.688983352,26
34.3,18.31,7324,0.574402478192,4854.07862268,0.35451932681,339.210919597,1.36151550437,2.78018165151,-0.531132850884,-1.49852457844,1586585.68304,133.702277879,32
34.5,18.3,7320,0.624352569044,4856.39496044,0.354688501347,341.708329873,1.54556760112,3.04547459701,-0.729136838435,-2.05620076228,1722985.82621,133.717371187,36
34.7,18.29,7316,0.467874250222,4858.86058355,0.354868578991,343.579826874,1.96041133816,2.56700887357,-0.10138576916,-0.285771989229,1289986.91633,133.736518121,27
34.9,18.28,7312,0.36035402526,4860.88070638,0.355016119368,345.021242975,0.699341080964,1.68964186719,0.330480968074,0.931083509303,992635.22386,133.743349105,21
35.1,18.27,7308,0.727783866268,4863.19235203,0.355184951215,347.93237844,1.51503266376,3.44912437496,-1.13747872776,-3.20325827396,2002934.07432,133.758148751,40
35.3,18.26,7304,0.508871456944,4865.17494639,0.355329750686,349.967864268,0.583190865768,2.24266866985,-0.260074313769,-0.732072997431,1399187.87327,133.763846106,25
35.5,18.25,7300,0.50237288356,4867.48372808,0.355498373363,351.977355803,1.4957597146,2.54110557022,-0.232323875939,-0.65367102983,1380058.90288,133.778459713,26
35.7,18.24,7296,0.567441543124,4869.33750969,0.35563376495,354.247121975,0.210592028331,2.3446455522,-0.490863941941,-1.3805140156,1557384.45954,133.78051733,29
35.9,18.23,7292,0.470625032559,4870.96553009,0.355752667988,356.129622105,-0.428722974537,1.73000627645,-0.10198588091,-0.286724278642,1290484.49294,133.776328469,29
36.1,18.22,7288,0.556462271455,4873.29129513,0.355922531049,358.355471191,1.52752467971,2.76939980105,-0.443634759671,-1.24673379168,1524461.04362,133.79125383,33
36.3,18.21,7284,0.503269148654,4875.4739828,0.356081944405,360.368547786,1.1198521195,2.41174645508,-0.229058784482,-0.643419507541,1377474.40105,133.802196903,26
36.5,18.2,7280,0.799138540839,4878.34424595,0.356291575077,363.565101949,3.0443024781,4.2808943987,-1.41063124446,-3.96036968215,2185283.10697,133.831950017,37
36.7,18.19,7276,0.489362605868,4880.55690746,0.356453177583,365.522552372,1.19208399776,2.38227623054,-0.169614719139,-0.475947998232,1336960.56483,133.843602506,26
36.9,18.18,7272,0.438320982029,4882.83423402,0.356619502923,367.275836301,1.36784008049,2.24096862446,0.0363579309618,0.101975386116,1196415.5366,133.85697424,21
37.1,18.17,7268,0.481144163594,4884.99846462,0.35677756826,369.200412955,1.04511073806,2.29736612417,-0.13313552609,-0.373243825825,1312099.449,133.867191937,26
37.3,18.16,7264,0.616395316887,4887.47972896,0.356958788267,371.665994223,1.92783947962,3.15356583063,-0.672301489623,-1.88389307473,1679393.19729,133.886041822,33
37.5,18.15,7260,0.618096700745,4889.82179792,0.357129842092,374.138381026,1.53178697311,3.01930263379,-0.677233671597,-1.89677763461,1682483.42038,133.901021107,32
37.7,18.14,7256,0.572468309243,4892.23519652,0.357306105501,376.428254262,1.72550815814,2.90625576499,-0.492857167261,-1.3797098786,1556850.48648,133.91789679,33
37.9,18.13,7252,0.622410081912,4894.84892849,0.357497000328,378.91789459,2.27979139776,3.30444131353,-0.690709340613,-1.93258628839,1691114.23221,133.940196695,27
38.1,18.12,7248,0.584137244802,4897.21244368,0.357669620485,381.254443569,1.57355308281,2.89922529966,-0.535710106384,-1.4981406872,1585666.57774,133.955590656,29
38.3,18.11,7244,0.727160106158,4899.96328719,0.357870529301,384.163083994,2.64994062577,3.85670988078,-1.10586637241,-3.09099740312,1972093.25227,133.981518842,36
38.5,18.1,7240,0.594088648855,4902.4152456,0.358049608939,386.539438589,1.8081086683,3.0235852993,-0.571626895112,-1.59690128711,1609714.53219,133.999213053,29
38.7,18.09,7236,0.516451958682,4904.34267734,0.35819037959,388.605246424,0.337596112358,2.18670775255,-0.259276004976,-0.723991983493,1398065.52272,134.002517039,28
38.9,18.08,7232,0.575771760658,4906.73497922,0.358365102192,390.908333467,1.62995044013,2.88706200409,-0.494760132794,-1.38094019339,1557211.93297,134.018470184,27
39.1,18.07,7228,0.842860134599,4909.49872147,0.358566953072,394.279774005,2.65984493548,4.32490458653,-1.56116233552,-4.35511935632,2277468.71369,134.044507503,44
39.3,18.06,7224,0.43899989441,4911.6746086,0.358725869749,396.035773583,1.01407776005,2.11969492717,0.0561922090421,0.156678576041,1185115.40824,134.054435679,23
39.5,18.05,7220,0.685771645828,4914.16864297,0.358908022419,398.778860166,1.89505186226,3.4230633052,-0.929028942282,-2.58914455524,1849587.38185,134.072990871,38
39.7,18.04,7216,0.561492904284,4916.56791204,0.359083253874,401.024831783,1.62481702218,2.82927384088,-0.430004765987,-1.19779941675,1512998.43885,134.088902133,30
39.9,18.03,7212,0.524502411903,4918.6349451,0.359234220355,403.122841431,0.69393771535,2.34724344109,-0.280210378699,-0.780185332396,1412018.39024,134.095698197,29
40.1,18.02,7208,0.494930433121,4920.79580839,0.359392039759,405.102563163,0.949794603378,2.32099540434,-0.160132122129,-0.445661760546,1331175.92901,134.105000548,27
40.3,18.01,7204,0.488490397042,4922.82312896,0.359540105825,407.056524752,0.57292187102,2.15990756316,-0.132586986414,-0.368844228842,1312639.70727,134.110612095,27
40.5,18,7200,0.477563243559,4924.25764789,0.359644876416,408.966777726,-1.08041241559,1.52174478228,-0.0872258567358,-0.242568626681,1282089.62941,134.100030072,26
40.7,17.99,7196,0.589297129497,4926.57230088,0.359813927906,411.323966244,1.3619080085,2.84710687169,-0.532453874603,-1.48015111193,1580591.28645,134.11336932,30
40.9,17.98,7192,0.761053179431,4929.02783276,0.359993268533,414.368178961,1.74740832481,3.67311126139,-1.21757939118,-3.38307090343,2039378.34053,134.130486306,40
41.1,17.97,7188,0.652598424681,4931.30082702,0.360159277463,416.97857266,1.23437138537,3.05486154666,-0.781867282967,-2.17139351187,1747133.67738,134.142579083,32
41.3,17.96,7184,0.565355296793,4933.28840727,0.36030444108,419.239993847,0.436511812451,2.41866664897,-0.431086398409,-1.19669148443,1512163.22314,134.146855723,30
41.5,17.95,7180,0.557099421113,4936.02725105,0.360504473492,421.468391532,2.5155409708,3.13500986281,-0.396166080494,-1.09922636217,1488698.60331,134.171503905,33
41.7,17.94,7176,0.818944663619,4939.01627833,0.360722778143,424.744170186,3.20207175302,4.43048935946,-1.44146207725,-3.99724795195,2186378.12759,134.202885517,39
41.9,17.93,7172,0.473415968861,4940.98609478,0.360866644374,426.637834062,0.370170083863,2.02721928397,-0.0574028423395,-0.159101119136,1262728.66057,134.206513808,23
42.1,17.92,7168,0.443476878474,4943.40314652,0.361043174592,428.411741576,1.60394144255,2.35285805211,0.0641936927251,0.177844077026,1181773.67025,134.222236273,26
42.3,17.91,7164,0.734448750767,4945.68635168,0.361209929279,431.349536579,1.22727997767,3.38099838966,-1.09779322859,-3.03991280261,1955333.27858,134.234267799,39
42.5,17.9,7160,0.448346164637,4948.09057603,0.361385522643,433.142921237,1.55639586203,2.35570694419,0.0485174043167,0.134286492359,1192527.75635,134.249527332,24
42.7,17.89,7156,0.671214365698,4950.87178527,0.361588649231,435.8277787,2.59293361541,3.62216947946,-0.840960242713,-2.32639083229,1783658.86262,134.274953353,32
42.9,17.88,7152,0.366403544493,4952.24435481,0.361688895327,437.293392878,-1.30830241191,0.99248129996,0.380088245092,1.05101630198,972759.563652,134.262123682,23
43.1,17.87,7148,0.606032021051,4954.49628352,0.361853365726,439.717520962,1.11815959428,2.82864594473,-0.576717233164,-1.5941494069,1607446.31749,134.27308867,30
43.3,17.86,7144,0.543226674537,4956.63687795,0.362009704788,441.89042766,0.804930965244,2.46423659818,-0.323642169388,-0.894208262782,1439517.10747,134.280982604,29
43.5,17.85,7140,0.813379202837,4959.38782607,0.362210621244,445.143944472,2.48469888158,4.1532515284,-1.40230340984,-3.87258782842,2153393.59401,134.305352899,38
43.7,17.84,7136,0.370639529537,4961.08573116,0.362334628335,446.62650259,-0.42834251173,1.32738135211,0.370523740091,1.02277598344,980339.432036,134.301151337,20
43.9,17.83,7132,0.480058891458,4963.2201802,0.362490518566,448.546738156,0.771529299854,2.19984748488,-0.0653984486837,-0.180453034676,1268566.99745,134.308719274,22
44.1,17.82,7128,0.449596562677,4964.88682789,0.362612242762,450.345124406,-0.523900475681,1.60844540992,0.058202283139,0.160535268222,1186959.22638,134.303580284,26
44.3,17.81,7124,0.612404536025,4967.07467005,0.362772032577,452.79474255,0.908457211242,2.77910843203,-0.591266274028,-1.63021530554,1615269.21782,134.312491553,30
44.5,17.8,7120,0.651708550588,4969.51030961,0.362949920363,455.401576753,1.58567176106,3.18221260593,-0.746573043448,-2.05746302815,1717328.62318,134.328047196,33
44.7,17.79,7116,0.402278420185,4971.03074282,0.363060965734,457.010690434,-0.941072428637,1.26749926684,0.252933945135,0.69677727973,1059058.54401,134.318814938,23
44.9,17.78,7112,0.530294939788,4973.67497894,0.363254088441,459.131870193,2.14882233112,2.90154076307,-0.257304648803,-0.708520764713,1394773.63549,134.339896585,26
45.1,17.77,7108,0.617268419757,4976.43566168,0.363455715869,461.600943872,2.46245602721,3.36381914786,-0.603136402829,-1.65990990971,1622008.36778,134.364059296,33
45.3,17.76,7104,0.49143689187,4978.46746506,0.363604109338,463.566691439,0.450902291096,2.12966403796,-0.0978606664159,-0.269195637066,1290147.43577,134.36848422,25
45.5,17.75,7100,0.721146028183,4981.354505,0.363814965308,466.451275552,2.79667560647,3.9017617036,-1.0147217636,-2.7899234402,1891416.31321,134.395932616,40
45.7,17.74,7096,0.43295323401,4983.68453525,0.363985139881,468.183088488,1.25895591311,2.18994705903,0.14008319957,0.38494965464,1134480.40589,134.40829066,23
45.9,17.73,7092,0.583074319981,4986.19558251,0.364168535094,470.515385768,1.75014088973,2.96948304021,-0.458435782053,-1.2591731603,1526412.074,134.425472115,29
46.1,17.72,7088,0.77770794124,4988.90100321,0.364366126439,473.626217533,2.27723146274,3.94035279143,-1.23493209452,-3.39018075522,2034023.88487,134.447831403,37
46.3,17.71,7084,0.351977708805,4990.66654475,0.364495073382,475.034128368,-0.308037755447,1.29565245121,0.469889092348,1.28937880755,919699.776176,134.444806677,23
46.5,17.7,7080,0.42564061676,4992.53107076,0.36463124969,476.736690835,-0.0411943841488,1.68754451212,0.176981497147,0.485461823408,1111130.73291,134.444402181,25
46.7,17.69,7076,0.528258906076,4994.71106859,0.364790466593,478.849726459,0.818812452587,2.41166541654,-0.231667587877,-0.635208913322,1377716.52661,134.4524425,28
46.9,17.68,7072,0.666932163806,4997.2629365,0.364976843156,481.517455115,1.83221194279,3.33627284542,-0.784404938899,-2.1497398648,1737742.47189,134.470435624,36
47.1,17.67,7068,0.707753663612,4999.52966061,0.365142394143,484.348469769,1.04483237612,3.21244076323,-0.945716652044,-2.59058138378,1842367.91119,134.480697414,31
47.3,17.66,7064,0.414016703793,5001.39096015,0.365278334805,486.004536584,-0.0707665405293,1.63022214111,0.231077401065,0.632724105183,1076718.92786,134.480002357,22
47.5,17.65,7060,0.603944713816,5004.01466874,0.365469958278,488.42031544,2.01067517686,3.15042758198,-0.526718989716,-1.44158801246,1569176.10468,134.499752245,33
47.7,17.64,7056,0.555147251131,5006.3176767,0.365638159268,490.640904444,1.12691066062,2.63253577039,-0.329527816598,-0.901447566206,1441028.2027,134.51082261,34
47.9,17.63,7052,0.50111524736,5008.54646657,0.365800939714,492.645365434,0.918189242393,2.34026074551,-0.111470871876,-0.304798778275,1299545.40069,134.519843245,25
48.1,17.62,7048,0.884467414572,5011.6552466,0.366027990549,496.183235092,3.3169130598,4.75157612645,-1.64279609714,-4.48956314571,2291527.09301,134.552434881,43
48.3,17.61,7044,0.58948877916,5013.82888085,0.366186742685,498.541190208,0.755202464765,2.63444030228,-0.460806054915,-1.25866370615,1525835.75759,134.559856523,32
48.5,17.6,7040,0.411044276278,5015.58058221,0.366314678806,500.185367314,-0.402097676075,1.49690854546,0.254792816057,0.695678693807,1062942.3329,134.555904916,23
48.7,17.59,7036,0.434423512395,5017.43967145,0.366450458037,501.923061363,-0.113662620349,1.6960500468,0.163039191194,0.444997129358,1122336.38002,134.554787919,22
48.9,17.58,7032,0.708531065636,5020.03459581,0.366639979244,504.757185626,1.8886237131,3.52639025439,-0.931465892197,-2.54120322631,1828761.20515,134.573349188,41
49.1,17.57,7028,0.648532404366,5022.32953353,0.366807590821,507.351315243,1.06420506356,2.98439892643,-0.689461207864,-1.88005587857,1672314.4234,134.583809253,37
49.3,17.56,7024,0.59520102299,5024.9578425,0.366999550285,509.732119335,1.96678908116,3.10242602836,-0.474117056855,-1.29221161882,1533337.79432,134.60314295,28
49.5,17.55,7020,0.467446805335,5026.89226133,0.36714083124,511.601906556,0.0702298160144,1.8955664933,0.0388523400161,0.105844443362,1203078.73247,134.603833366,25
49.7,17.54,7016,0.970073367754,5030.23656804,0.367385083848,515.482200027,3.90340618377,5.31386997056,-1.96956326244,-5.36281490411,2494329.84012,134.64221259,41
49.9,17.53,7012,0.512579176755,5032.15467515,0.36752517347,517.532516735,0.0143875164267,2.05560347372,-0.13749636795,-0.374185464363,1316732.24688,134.642354072,29
50.1,17.52,7008,0.532573790815,5034.23216702,0.367676903814,519.662811898,0.442926058148,2.29311524228,-0.215623368637,-0.586568986403,1366794.67647,134.646709723,28
50.3,17.51,7004,0.677115972915,5036.71717907,0.367858397537,522.371275789,1.54548343835,3.27684270494,-0.791830652594,-2.15307314589,1736094.20641,134.661908817,32
50.5,17.5,7000,0.506245881041,5038.95754429,0.368022023392,524.396259314,0.874428053635,2.34672076625,-0.106355550544,-0.289056611698,1296755.91022,134.670509161,29
50.7,17.49,6996,0.558216673659,5041.48303256,0.36820647331,526.629126008,1.64311922732,2.83772229395,-0.312234023591,-0.848198691002,1428518.29204,134.686671371,29
50.9,17.48,6992,0.558806260608,5044.10039858,0.368397633551,528.864351051,1.88609993489,2.92987952142,-0.312513499618,-0.848524999268,1428664.6397,134.705226003,34
51.1,17.47,6988,0.497339397075,5045.90711935,0.368529588033,530.853708639,-0.320072225135,1.87142262051,-0.0647018530457,-0.175599031087,1270304.07339,134.702077092,26
51.3,17.46,6984,0.810155150099,5048.81490623,0.368741959263,534.094329239,2.66151434176,4.22174999885,-1.31396311781,-3.56439394043,2067324.16728,134.72826365,44
51.5,17.45,6980,0.591063267876,5051.49684022,0.368937835248,536.458582311,2.04182154766,3.11735832136,-0.43542433234,-1.18052394977,1506814.09829,134.748356521,29
51.7,17.44,6976,0.586040084027,5053.81818821,0.369107375709,538.802742647,1.05808574796,2.73461789564,-0.413269901137,-1.11990402485,1492581.68591,134.758769961,28
51.9,17.43,6972,0.441006867819,5055.98280451,0.369265469216,540.566770118,0.627760687431,1.99578819363,0.168828105985,0.457297711163,1122124.34203,134.76494862,23
52.1,17.42,6968,0.556131445494,5058.21094105,0.369428201947,542.7912959,0.794189584614,2.51785719191,-0.289720648595,-0.784413512408,1413701.40256,134.772765741,31
52.3,17.41,6964,0.470465005784,5060.38173421,0.369586746583,544.673155923,0.63337024373,2.11589506217,0.0548980932953,0.148570995498,1194790.9635,134.77900026,30
52.5,17.4,6960,0.721374160205,5062.94538619,0.3697739838,547.558652564,1.69030996528,3.51037104607,-0.94671906489,-2.56091249098,1830245.35958,134.795640075,36
52.7,17.39,6956,0.563762091442,5065.39470259,0.369952870479,549.81370093,1.37473350182,2.76351201015,-0.314195607587,-0.849490878341,1428987.70406,134.809174795,28
52.9,17.38,6952,0.600454662219,5067.73432467,0.370123745594,552.215519579,1.07214496094,2.79855335619,-0.458931276658,-1.24022639465,1520535.25337,134.819731371,35
53.1,17.37,6948,0.621532680693,5070.17421272,0.370301943669,554.701650302,1.33697559953,2.98109626268,-0.541208215011,-1.46188394827,1572402.2337,134.832896686,33
53.3,17.36,6944,0.461770089891,5072.36425,0.370461893807,556.548730661,0.656365707178,2.09018634958,0.0998509324397,0.269589111639,1167101.56836,134.839360447,27
53.5,17.35,6940,0.673646952887,5074.86998341,0.370644900921,559.243318473,1.50255916605,3.25136621527,-0.745632803577,-2.01221418797,1700975.79559,134.854158521,33
53.7,17.34,6936,0.574528022471,5077.03947446,0.370803350457,561.541430563,0.58942455705,2.51662599346,-0.347134946192,-0.936369990884,1449304.66553,134.859963959,33
53.9,17.33,6932,0.719131170642,5079.53664674,0.370985732306,564.417955245,1.46718887812,3.42069702864,-0.923524751568,-2.48999283766,1812337.33411,134.874415876,36
54.1,17.32,6928,0.667916777304,5081.963163,0.371162953769,567.089622354,1.27047785281,3.14310884379,-0.716592582587,-1.93112942469,1681649.50684,134.886931426,38
54.3,17.31,6924,0.639629097894,5084.54366621,0.371351421722,569.648138746,1.67898611572,3.18185205516,-0.601348844377,-1.61976350688,1608878.7332,134.903472995,33
54.5,17.3,6920,0.716625721641,5087.4404293,0.371562987825,572.514641633,2.523600369,3.8039124256,-0.907149333248,-2.44213686419,1800815.48399,134.92833962,37
54.7,17.29,6916,0.530806747107,5089.9723197,0.371747905324,574.637868621,1.53464085483,2.69358462066,-0.161694221437,-0.435064850863,1332584.4533,134.943463645,28
54.9,17.28,6912,0.489986344664,5092.10147108,0.371903408639,576.597814,0.445329445273,2.12553029222,0.00362108819889,0.00973867222687,1228919.75624,134.947852725,29
55.1,17.27,6908,0.569693088346,5094.38728139,0.372070353593,578.876586353,0.860931704147,2.59902765286,-0.313217343626,-0.842011800755,1427451.95154,134.956338303,34
55.3,17.26,6904,0.66223749133,5097.38602297,0.372289367731,581.525536318,2.77024089806,3.67997783676,-0.681236259155,-1.83039527701,1657734.85303,134.983646175,35
55.5,17.25,6900,0.678931036405,5099.76912655,0.372463418533,584.241260464,1.10965625128,3.12893393809,-0.745830354383,-2.00289376056,1697881.90616,134.994586251,36
55.7,17.24,6896,0.534978775711,5101.6347468,0.372599674759,586.381175567,-0.285176155083,2.03367798872,-0.168057742907,-0.451123520732,1336591.33272,134.991774621,29
55.9,17.23,6892,0.712480642132,5104.42625302,0.372803553391,589.231098135,2.19372299828,3.66752667082,-0.876020445671,-2.35046056306,1778341.58343,135.013404645,36
56.1,17.22,6888,0.623364124047,5106.54744148,0.37295847513,591.724554631,0.389372610743,2.63864615021,-0.517457691425,-1.38772871676,1554403.27095,135.017244206,34
56.3,17.21,6884,0.924095858085,5109.3717708,0.373164751008,595.420938064,2.26832537123,4.54260855429,-1.71827923485,-4.60588593051,2302069.65286,135.039614087,45
56.5,17.2,6880,0.676199164797,5112.24800144,0.373374817517,598.125734723,2.40006643192,3.60066893845,-0.724438300534,-1.94079009627,1682888.56865,135.063287214,38
56.7,17.19,6876,0.696334796361,5114.66872016,0.373551615554,600.911073908,1.17329301579,3.22352096906,-0.802802250939,-2.14961531791,1731322.11996,135.074861535,35
56.9,17.18,6872,0.547191343394,5116.96672709,0.373719451292,603.099839282,0.838788185142,2.50216644456,-0.204159508625,-0.54641352431,1359182.58987,135.083136635,28
57.1,17.17,6868,0.622852007832,5119.58253785,0.373910497944,605.591247313,1.6829066755,3.12050374751,-0.504692987994,-1.35011442094,1545617.45232,135.09974095,32
57.3,17.16,6864,0.523300350248,5121.98729358,0.374086130118,607.684448714,1.11205924082,2.50910968216,-0.104353960752,-0.279022543251,1297318.11833,135.110714147,26
57.5,17.15,6860,0.570422842167,5124.14955439,0.374244051592,609.966140083,0.457997353755,2.45305799015,-0.290797173986,-0.777189484252,1412766.65016,135.115233676,31
57.7,17.14,6856,0.787345785535,5127.1624201,0.37446409729,613.115523225,2.72417018847,4.16918735166,-1.15632164338,-3.08884481918,1948125.16028,135.142118974,42
57.9,17.13,6852,0.754875285935,5130.11511476,0.374679748375,616.135024369,2.55574280963,3.97681064221,-1.02411598534,-2.73409703963,1865967.73922,135.167346899,36
58.1,17.12,6848,0.48408600821,5132.37878943,0.374845076645,618.071368402,0.710073680129,2.20245295827,0.0612217106493,0.163361395395,1195442.75129,135.174356924,25
58.3,17.11,6844,0.656995033207,5134.98536615,0.375035448887,620.699348535,1.61864538644,3.23487545934,-0.628298730516,-1.67573022401,1620859.68794,135.190337955,30
58.5,17.1,6840,0.486658107406,5136.95647297,0.375179409361,622.645980964,-0.0816719470109,1.91599667555,0.0551101422449,0.146918290511,1199455.47835,135.189531555,27
58.7,17.09,6836,0.84323663442,5139.6497799,0.375376115973,626.018927502,1.8372629679,4.0624304737,-1.36912354272,-3.64829382105,2076281.44554,135.207673199,38
58.9,17.08,6832,0.636726862512,5142.39247377,0.375576429577,628.565834952,1.96187480416,3.28354488916,-0.540851023595,-1.44043995003,1566268.69794,135.227047982,34
59.1,17.07,6828,0.646545948578,5144.9316286,0.375761877637,631.152018746,1.41319145482,3.11707623203,-0.577921396598,-1.53837862664,1588870.79391,135.241005883,30
59.3,17.06,6824,0.372300648129,5146.34663367,0.375865223026,632.641221339,-1.58378158001,0.893996013986,0.521009051413,1.38634982947,914026.574288,135.225363184,27
59.5,17.05,6820,0.529870931855,5148.98757929,0.376058105411,634.760705066,1.672411585,2.74824637017,-0.107300748519,-0.285403430007,1299603.04331,135.241881317,29
59.7,17.04,6816,0.412846077811,5151.27068951,0.376224853163,636.412089377,0.714581534861,1.92016806684,0.362942152635,0.96490861184,1011589.08014,135.248939736,23
59.9,17.03,6812,0.805541759772,5154.1571778,0.376435668843,639.634256416,2.31171375362,4.09213487935,-1.20564658561,-3.20369290101,1971873.8376,135.271776665,43
60.1,17.02,6808,0.608282556978,5156.34173666,0.376595218862,642.067386644,0.440515935017,2.59899128071,-0.414432421955,-1.10070497431,1487548.98059,135.276128866,31
60.3,17.01,6804,0.488178200292,5158.62172607,0.376761738685,644.020099446,0.688201119934,2.21194335211,0.0680460528073,0.18064757251,1192666.14137,135.282928422,27
60.5,17,6800,0.583883710091,5160.80368814,0.376921099046,646.355634286,0.422300307093,2.49467508728,-0.312713014295,-0.829826549418,1425086.45887,135.287100997,33
60.7,16.99,6796,0.39207677966,5162.9440012,0.377077417558,647.923941405,0.306242603923,1.68376035318,0.456552708934,1.21101752558,956004.799828,135.290126935,25
60.9,16.98,6792,0.854549212871,5165.83965209,0.377288902432,651.342138256,2.30288819011,4.28680749614,-1.39115660714,-3.68827867913,2081612.43639,135.312883598,40
61.1,16.97,6788,0.806615360989,5167.98998058,0.377445952423,654.5685997,0.320915878136,3.34756464331,-1.19723615707,-3.17260068053,1962921.2553,135.316055127,36
61.3,16.96,6784,0.6448444255,5170.73402037,0.377646364327,657.147977402,1.88760165236,3.29203445439,-0.54799466391,-1.45146401772,1567706.2217,135.334711307,28
61.5,16.95,6780,0.58231949877,5172.85749288,0.377801452883,659.477255397,0.238095562022,2.41921238139,-0.295739872331,-0.782952483531,1414308.51359,135.337064715,30
61.7,16.94,6776,0.554444869858,5174.75316453,0.377939903924,661.695034877,-0.370119191933,2.07792228929,-0.182250641051,-0.482309561094,1345284.16921,135.333406362,29
61.9,16.93,6772,0.589397845444,5177.13443626,0.378113820936,664.052626258,0.909192308918,2.70129049766,-0.320018763296,-0.846550325124,1428686.01316,135.342393229,31
62.1,16.92,6768,0.712244468699,5180.2316815,0.378340029323,666.901604133,2.79564921023,3.90636767932,-0.80912244391,-2.13925130696,1724763.95929,135.370030425,38
62.3,16.91,6764,0.804854629835,5183.78556395,0.378599588369,670.121022652,3.99374110495,4.73092895191,-1.17704649442,-3.11001423868,1947108.31543,135.409521493,37
62.5,16.9,6760,0.471363827473,5185.89052667,0.378753325056,672.006477962,0.159150694333,1.9457219309,0.159240785229,0.420519370576,1139202.01609,135.411095452,25
62.7,16.89,6756,0.809407985503,5189.32856571,0.379004423438,675.244109904,3.67146146414,4.62867112839,-1.19063208852,-3.14251379384,1954265.44482,135.447410328,40
62.9,16.88,6752,0.677460249314,5191.89313071,0.379191727338,677.953950902,1.35893001292,3.22500874974,-0.660443754026,-1.74214483508,1634072.06999,135.460854141,39
63.1,16.87,6748,0.75425694142,5194.30064441,0.379367560941,680.970978667,0.938410106276,3.37294761684,-0.965433916634,-2.54544089448,1817514.03081,135.470138555,40
63.3,16.86,6744,0.680022059378,5196.33727576,0.379516307023,683.691066905,-0.04495382449,2.70303087141,-0.666399514788,-1.75626217112,1637013.53593,135.469693777,38
63.5,16.85,6740,0.634130839369,5199.36167629,0.379737195172,686.227590262,2.55117038123,3.5050158808,-0.480615352823,-1.26602077286,1525031.10609,135.494937604,32
63.7,16.84,6736,0.623417197026,5201.46876026,0.379891086785,688.72125905,0.128852473142,2.5426087795,-0.435524809407,-1.14667876316,1497783.04136,135.496212723,33
63.9,16.83,6732,0.598143560779,5203.72138956,0.380055608353,691.113833293,0.506350167489,2.5849738113,-0.332344507838,-0.874652156432,1435640.19968,135.501223664,34
64.1,16.82,6728,0.679157014576,5206.73512185,0.380275717342,693.830461352,2.50215846235,3.66786278869,-0.654130506465,-1.72064594568,1628471.49838,135.525988236,34
64.3,16.81,6724,0.65009496336,5209.13773384,0.380451192948,696.430841205,0.888135018815,2.93819395783,-0.5355819651,-1.408079451,1557242.7201,135.534779448,34
64.5,16.8,6720,0.836711144416,5211.66150072,0.380635517143,699.777685783,1.20029202618,3.80360773234,-1.27984084995,-3.3631932682,2002277.84494,135.546661455,42
64.7,16.79,6716,0.533213594494,5214.72455413,0.380859228318,701.910540161,2.60989369009,3.12656454358,-0.0635111371473,-0.16680650136,1274732.40406,135.572501077,28
64.9,16.78,6712,0.497676374441,5217.13101431,0.381034984977,703.901245659,0.878856532465,2.32550335097,0.080956832099,0.212514626536,1188594.19324,135.581203429,27
65.1,16.77,6708,0.83275847594,5220.67858094,0.381294082744,707.232279562,3.86574870569,4.80452020718,-1.25695358246,-3.29766667883,1986891.49885,135.619488329,39
65.3,16.76,6704,0.727943626979,5223.29618171,0.381485260131,710.14405407,1.41864727512,3.45283192606,-0.835231154378,-2.18996794336,1735086.34093,135.633540782,37
65.5,16.75,6700,0.442342810427,5226.2305666,0.381699573956,711.913425312,2.24191472905,2.62486890197,0.309515990118,0.811116721126,1053295.69885,135.655751104,27
65.7,16.74,6696,0.88213767606,5229.12466434,0.381910945394,715.441976016,2.12885691139,4.3413594701,-1.44726172836,-3.79057567093,2098434.63696,135.676844745,42
65.9,16.73,6692,0.630530210552,5231.33293846,0.382072227466,717.964096858,0.326512746021,2.64684596405,-0.438571843228,-1.14811911782,1498416.17867,135.680080266,30
66.1,16.72,6688,0.668820069532,5234.24576411,0.382284966704,720.639377137,2.16393664785,3.50229055039,-0.589464904542,-1.54238073257,1587826.59102,135.701525365,34
66.3,16.71,6684,0.690012650706,5236.92351798,0.382480537393,723.399427739,1.54184708634,3.34962633494,-0.671872459097,-1.75706789989,1636506.70323,135.716807485,31
66.5,16.7,6680,0.598381251281,5238.93431361,0.382627396553,725.792952745,-0.207991949017,2.31395685993,-0.303161237658,-0.792466589896,1417768.80059,135.714745858,30
66.7,16.69,6676,0.721005995042,5242.12506997,0.382860434558,728.676976725,2.86902544159,3.98212601151,-0.791369651881,-2.06762176933,1706603.98671,135.743186543,39
