time,Lx,V,P_impulse,P_IG,U,T,W_cum,PV_gamma(IG),T*V^(gamma-1),events,alpha_upper,alpha_IG,sigma_upper,sigma_IG
0.6,19.995,7998,0.368576543398,0.376623206031,4518.34860276,0.329999167598,0.737153086797,1204692.13687,131.977666178,10,0.0253801343483,0.0159356074286,-0.0769161823542,-0.0482939164184
0.8,19.985,7994,0.466900953662,0.376967141329,4520.21299168,0.330135333894,2.60475690145,1204787.36069,131.988098235,29,-0.00321489565427,-0.360423286993,0.00974012310218,1.0919692462
1.2,19.965,7986,0.49922339458,0.377675873183,4524.17928486,0.330425013501,6.59854405809,1205039.87601,132.015762051,53,-0.0274939712001,-0.975216519911,0.0832443888237,2.9526947046
1.7,19.94,7976,0.580744485606,0.378621654467,4529.82947404,0.330837677041,12.4059889141,1205537.40779,132.070268163,72,-0.157255678416,-2.02596041916,0.475622413498,6.12755096616
2.2,19.915,7966,0.528327844013,0.379532403912,4535.03269434,0.331217696052,17.6892673543,1205913.151,132.111431967,68,-0.0800581392852,-1.49251107894,0.241847260936,4.50871978266
2.7,19.89,7956,0.524911345971,0.380437111909,4540.13649352,0.331590453807,22.938380814,1206259.74108,132.149401959,63,-0.14531427435,-1.44926876012,0.43848065049,4.37311689795
3.2,19.865,7946,0.495546172867,0.381338557541,4545.17426734,0.331958389376,27.8938425427,1206586.1077,132.185156409,70,0.0823120814775,-1.14658623003,-0.248096526196,3.45592111812
3.7,19.84,7936,0.518856524262,0.382251359871,4550.32018791,0.332334223481,33.0824077853,1206938.49071,132.223761033,72,-0.0426446726202,-1.37061857377,0.128391229391,4.12655070144
4.2,19.815,7926,0.419192939975,0.383094812164,4554.61422182,0.332647839747,37.274337185,1207062.38791,132.237334346,60,0.102104511913,-0.365201009683,-0.307089521835,1.09837852742
4.7,19.79,7916,0.457611534936,0.383963384367,4559.18122597,0.33298139249,41.8504525344,1207256.22538,132.258569827,57,-0.00911119188063,-0.740826980935,0.0273761771249,2.22594485054
5.2,19.765,7906,0.424565448902,0.384793943514,4563.27137613,0.333280118035,46.0961070234,1207321.43478,132.265713713,56,-0.155504333265,-0.401870236572,0.466796688114,1.20634384614
5.7,19.74,7896,0.495962871192,0.385692132566,4568.13761812,0.333635525717,51.0557357353,1207589.55019,132.295086568,60,-0.0933867265118,-1.10720111993,0.2800555884,3.32036331823
6.2,19.715,7886,0.578063047089,0.38663063405,4573.45377018,0.334023792739,56.8363662062,1207973.89648,132.337192866,83,-0.464478407864,-1.91901969361,1.39136351437,5.74849969308
6.7,19.69,7876,0.454965487044,0.387503929756,4577.97142614,0.334353741319,61.3860210767,1208144.71078,132.355906089,62,-0.0319989090776,-0.678984669319,0.095751001334,2.03173995151
7.2,19.665,7866,0.607926836558,0.388454953045,4583.37999098,0.33474875774,67.4652894422,1208547.98926,132.400086466,77,-0.670703525764,-2.19947707871,2.00478559475,6.57440999488
7.7,19.64,7856,0.386942387691,0.389260305962,4587.04344546,0.335016319417,71.3347133192,1208488.65478,132.393586194,57,-0.205969401366,0.0191501864033,0.615049689483,-0.0571847862973
8.2,19.615,7846,0.486035292688,0.390133051517,4591.47588331,0.335340044063,76.195066246,1208629.66916,132.409034746,68,-0.427915072829,-0.963388736267,1.27667937873,2.87425849519
8.7,19.59,7836,0.509555335636,0.391035779588,4596.23455328,0.335687595186,81.2906196024,1208854.06666,132.433618171,75,-0.336883382575,-1.18971197517,1.0040819867,3.54594030286
9.2,19.565,7826,0.486586194131,0.391964159025,4601.2672628,0.336055160882,86.1564815437,1209147.91076,132.46580968,69,0.166847572365,-0.950865182308,-0.496760317421,2.83103963152
9.7,19.54,7816,0.468250919051,0.392849953646,4605.77285655,0.336384228495,90.8389907342,1209300.66239,132.482544083,64,-0.176915436422,-0.758441283681,0.526189985943,2.25579076914
10.2,19.515,7806,0.550091711508,0.393780930304,4610.78091293,0.336749993641,96.3399078493,1209582.77105,132.513449939,77,-0.492860739273,-1.5677656307,1.46437582005,4.65810704357
10.7,19.49,7796,0.431142431075,0.394613505257,4614.61033047,0.337029676488,100.65133216,1209553.25693,132.510216579,50,-0.482006762323,-0.369454481257,1.43075484076,1.0966625965
11.2,19.465,7786,0.527218354133,0.395535364564,4619.45752275,0.337383692868,105.923515701,1209788.12855,132.535947475,69,-0.424991267849,-1.32144205313,1.26032871577,3.91878961235
11.7,19.44,7776,0.50785976103,0.396491050501,4624.67161304,0.337764505773,111.002113312,1210116.38733,132.571909217,69,0.135492682726,-1.11846861342,-0.401371678096,3.31325364022
12.2,19.415,7766,0.578628948542,0.397468343354,4630.10873173,0.338161607634,116.788402797,1210500.17073,132.613953848,75,-0.349170800841,-1.81649573791,1.03316263099,5.37483521313
12.7,19.39,7756,0.464562016634,0.398346426679,4634.36232799,0.338472270522,121.434022963,1210571.91198,132.62181332,64,-0.39202390519,-0.666548893065,1.15874749357,1.97019071786
13.2,19.365,7746,0.520544015922,0.399286690541,4639.31205739,0.338833775737,126.639463123,1210822.98106,132.649318696,71,-0.255710755557,-1.21727752267,0.755081862827,3.59446820059
13.7,19.34,7736,0.558345319662,0.400178279933,4643.66876034,0.339151969058,132.222916319,1210916.73614,132.659589849,71,-1.22675024537,-1.58613098766,3.61880837403,4.67895084768
14.2,19.315,7726,0.45998327897,0.401028634804,4647.52084874,0.339433307679,136.822749109,1210876.60995,132.655193904,60,-0.747744388332,-0.593800628,2.20383322175,1.75011350336
14.7,19.29,7716,0.401067994443,0.40195666506,4652.24644141,0.339778442989,140.833429053,1211061.68948,132.675469925,51,0.714912717934,0.00424370452069,-2.10512470443,-0.0124959690892
15.2,19.265,7706,0.620568706505,0.402959337376,4657.80698073,0.34018455892,147.039116118,1211461.35474,132.719254463,80,-0.645147743359,-2.1811104008,1.89759660907,6.4153796447
15.7,19.24,7696,0.361796050908,0.40389486835,4662.56236024,0.340531869722,150.657076628,1211648.82931,132.739792869,51,1.13741900156,0.416307636753,-3.34182914854,-1.22314555441
16.2,19.215,7686,0.395311985148,0.404771687443,4666.61278453,0.340827693875,154.610196479,1211650.67203,132.739994744,55,0.097304444472,0.0902103924626,-0.285618488888,-0.264795263125
16.7,19.19,7676,0.462035032452,0.405774412913,4672.08659028,0.341227475188,159.230546804,1212019.48416,132.780399229,59,0.853455421826,-0.567623140817,-2.50259938063,1.66444934827
17.2,19.165,7666,0.537759121488,0.406729734956,4676.98522226,0.341585248485,164.608138018,1212236.29229,132.804151215,69,-0.478959236468,-1.31507346193,1.4029007365,3.85193015987
17.7,19.14,7656,0.533568931593,0.40759628682,4680.83575784,0.341866473696,169.943827334,1212179.01197,132.797875983,75,-1.48515373306,-1.26406167406,4.34603845409,3.69905183654
18.2,19.115,7646,0.52818078475,0.408556481402,4685.73428519,0.342224239351,175.225635182,1212390.69372,132.821066358,71,-0.383280495368,-1.20104700953,1.1205545933,3.51136767867
18.7,19.09,7636,0.473232093231,0.409550656473,4690.99321924,0.342608327435,179.957956114,1212692.87499,132.85417123,68,0.526613117678,-0.641788463258,-1.5379324618,1.87429305902
19.2,19.065,7626,0.53018203866,0.410469355542,4695.35895805,0.342927180693,185.259776501,1212761.51734,132.861691208,76,-0.936081580436,-1.20172306435,2.73094994887,3.50593966353
19.7,19.04,7616,0.444765497843,0.41139761777,4699.80638541,0.343252000103,189.707431479,1212848.80558,132.871253898,61,-0.000227621647075,-0.338322899533,0.000663446672372,0.986106570999
20.2,19.015,7606,0.523368766669,0.41241607695,4705.25502192,0.343649943173,194.941119146,1213191.76923,132.908826602,77,0.214948850099,-1.11462255544,-0.625850173239,3.24536148529
20.7,18.99,7596,0.562703269767,0.413487043091,4711.27136898,0.344089349181,200.568151844,1213678.05293,132.962100453,75,0.389314362491,-1.49752084293,-1.13215681238,4.3549084939
