x_center,T,T_std_window,samples_sumN,x_lo,x_hi,dx,lambda_mfp_mean,beta_L_gas,beta_R_gas
1.5369697294933027,1.8722463170304844,0.19218894727248467,12102,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
1.9099602400085893,1.8410356833438046,0.1915951815985092,12023,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
2.2829507505238764,1.8326170089746117,0.1964300446579754,12087,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
2.655941261039163,1.84271960602087,0.20783090579721208,12173,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
3.0289317715544497,1.8044044271647572,0.18896928907951735,12241,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
3.4019222820697363,1.8413874994001458,0.20610379252676,12234,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
3.7749127925850234,1.805078931092417,0.20169996912496624,12296,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
4.1479033031003105,1.8010112688510234,0.2028420869200177,12196,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
4.520893813615597,1.8015312345287486,0.17019937607467042,12216,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
4.893884324130884,1.809003304089494,0.18202611154567472,12528,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
5.2668748346461705,1.7906178000029336,0.1651206754282639,12541,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
5.639865345161457,1.769629162771103,0.18111478779724352,12680,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
6.012855855676744,1.765008183715069,0.20140990028220968,12721,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
6.38584636619203,1.7692528372676257,0.184504892883806,12690,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
6.758836876707318,1.7453941162216555,0.17512315346937432,12580,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
7.131827387222605,1.761154589160617,0.17570506081488876,12825,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
7.504817897737891,1.735164462273949,0.16247662251699885,12821,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
7.877808408253179,1.7185230799495053,0.16845117192923523,12687,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
8.250798918768465,1.727841428982494,0.17678617849087422,12843,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
8.623789429283752,1.7264397587348825,0.15536931392616626,13001,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
8.996779939799039,1.728566594443309,0.18797430719155114,12998,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
9.369770450314325,1.7208409861005571,0.17533029136406403,13014,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
9.742760960829612,1.6993147044235388,0.18123825925468431,13091,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
10.115751471344899,1.6978121361324354,0.16562168907219166,12933,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
10.488741981860185,1.682729602330425,0.1663303344955223,13022,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
10.861732492375472,1.6573775834441042,0.16530294523726033,13212,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
11.23472300289076,1.6624471371039493,0.16308807913122286,13317,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
11.607713513406047,1.6596489451943186,0.16060047015276988,13253,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
11.980704023921334,1.644964589052225,0.176060647264999,13492,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
12.35369453443662,1.6433974279186796,0.15785804535243844,13350,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
12.726685044951907,1.635297658256127,0.16474352530970016,13528,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
13.099675555467194,1.6141911227423826,0.1652682032360573,13554,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
13.47266606598248,1.6314705123831008,0.17397845710462245,13636,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
13.845656576497767,1.6206311592012654,0.15857289001317496,13673,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
14.218647087013053,1.6107301004090755,0.16483028099191677,13952,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
14.59163759752834,1.5928740536036377,0.14856334950603403,13816,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
14.964628108043627,1.5977167354318285,0.15973970075069133,13740,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
15.337618618558913,1.5820228190183063,0.1583696267360834,13999,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
15.710609129074202,1.5667343896715202,0.13916587555317414,13925,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
16.08359963958949,1.56691730185281,0.1634303066999989,14023,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
16.456590150104777,1.5644000139178182,0.1636531319116169,14193,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
16.829580660620064,1.5473600500534874,0.1490821316639869,14074,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
17.20257117113535,1.551085773687868,0.15193349319574911,14156,1.3504744742356591,38.64952552576434,0.37299051051528687,1.8006326323142121,0.52375050175976,0.9415246401022427
