time,Lx,V,dt,events,P_impulse_proxy,P_IG,U,T,W_cum,PV_gamma(IG),T*V^(gamma-1),alpha_upper,alpha_IG,sigma_upper,sigma_IG
61.6,16.945,6778,0.5,81,0.557383897081,0.508803494145,5173.00512498,0.377812235245,658.646382556,1235149.02328,135.314310175,0.0612522954767,-0.492323468117,-0.162211992659,1.30380045637
62.1,16.92,6768,0.5,77,0.581635540626,0.510122602626,5178.76466185,0.378232885032,664.462737962,1235307.70472,135.331694206,-0.0568185283368,-0.721729460225,0.150304596414,1.90922324837
62.6,16.895,6758,0.5,88,0.709211971267,0.511499581482,5185.07125749,0.378693489445,671.554857675,1235593.44346,135.36299775,-0.785524081377,-1.98401373001,2.0755627175,5.24228986307
63.1,16.87,6748,0.5,108,0.797002603795,0.512898897113,5191.56263657,0.379167589583,679.524883713,1235919.60604,135.398729846,-1.47864694964,-2.84803873613,3.90215829934,7.5159915582
63.6,16.845,6738,0.5,73,0.602522902712,0.514290646355,5197.93556271,0.379633038468,685.55011274,1236213.94058,135.430975086,0.347697106615,-0.889286327746,-0.916438636873,2.34392617737
64.1,16.82,6728,0.5,91,0.686828090181,0.515810246404,5205.55700671,0.380189673291,692.418393642,1236801.30929,135.495323104,0.753163096016,-1.71778249702,-1.98247060626,4.52153501187
64.6,16.795,6718,0.5,85,0.657819917634,0.517192450954,5211.74832827,0.380641858623,698.996592818,1237045.03265,135.522023735,-0.386877614969,-1.41319060609,1.01698628077,3.71485814353
65.1,16.77,6708,0.5,93,0.765914578317,0.518712590934,5219.28608998,0.381192381681,706.655738601,1237604.50004,135.583315079,-0.121384075488,-2.47962658916,0.318662693448,6.50962232459
65.6,16.745,6698,0.5,84,0.643144362285,0.520102625028,5225.47107366,0.381644104123,713.087182224,1237839.34977,135.609043577,-0.246459939106,-1.23737248699,0.646167150346,3.24413556513
66.1,16.72,6688,0.5,80,0.628292453539,0.521537097152,5232.06015863,0.382125340244,719.37010676,1238166.3003,135.644861996,0.306160432102,-1.07473118569,-0.801709034997,2.81428170141
66.6,16.695,6678,0.5,86,0.70149516486,0.523044042655,5239.33217527,0.382656454519,726.385058408,1238650.98158,135.697960296,0.257064997915,-1.79205178134,-0.672257105688,4.6864394357
67.1,16.67,6668,0.5,100,0.744998456815,0.52455960769,5246.64519611,0.383190563549,733.835042976,1239141.29733,135.751675869,-0.136963729987,-2.21197219977,0.357679084089,5.77653799673
67.6,16.645,6658,0.5,76,0.575142251549,0.525982906581,5252.99128803,0.383654052587,739.586465492,1239399.40131,135.77995194,0.594669401495,-0.498715071243,-1.5509514939,1.30069393655
68.1,16.62,6648,0.5,90,0.613867114567,0.527411031521,5259.34280633,0.384117937944,745.725136637,1239655.16448,135.807971569,0.212847157545,-0.871706602893,-0.554454083164,2.27074343332
68.6,16.595,6638,0.5,85,0.651756757576,0.528856026667,5265.81945753,0.384590962425,752.242704213,1239936.76667,135.83882194,-0.0409163792806,-1.236237543,0.106454808214,3.21639971231
69.1,16.57,6628,0.5,90,0.662114636119,0.530359883787,5272.83796461,0.38510356154,758.863850574,1240342.14229,135.883232065,0.397360716764,-1.32507251152,-1.03251537952,3.44311274216
69.6,16.545,6618,0.5,85,0.731922597558,0.531821996173,5279.39695601,0.385582599767,766.18307655,1240635.58504,135.915379606,-0.760234571358,-2.00832193059,1.97287718277,5.21177628824
70.1,16.52,6608,0.5,72,0.500075422637,0.533291072845,5285.98111404,0.386063476047,771.183830776,1240931.20108,135.947765236,1.58340380344,0.324805727465,-4.10396385874,-0.8418515629
70.6,16.495,6598,0.5,89,0.669561576229,0.534776502683,5292.68304705,0.386552954064,777.879446539,1241250.68758,135.982765949,0.00631724761574,-1.35528338465,-0.0163528689516,3.50829553147
71.1,16.47,6588,0.5,80,0.618968292881,0.536252671393,5299.24889871,0.387032493333,784.069129467,1241534.48244,136.013856533,0.376168730951,-0.834542470267,-0.972533111157,2.1575960951
71.6,16.445,6578,0.5,86,0.740334539358,0.537721091115,5305.69400604,0.387503213996,791.472474861,1241786.26836,136.041440443,-0.958238066623,-2.0334819185,2.47435478457,5.25084098579
72.1,16.42,6568,0.5,86,0.681590344295,0.539203383568,5312.23173491,0.387980699307,798.288378304,1242056.01485,136.070991986,-0.278174566781,-1.43128649494,0.717421888471,3.6913376806
72.6,16.395,6558,0.5,77,0.582528175108,0.540657542124,5318.44824187,0.388434724063,804.113660055,1242246.98957,136.091913844,0.391225208336,-0.425982325842,-1.00777289209,1.0973051617
73.1,16.37,6548,0.5,78,0.581333322799,0.542126258594,5324.76411191,0.388896005836,809.926993283,1242457.55522,136.114981948,0.502536811338,-0.399419518354,-1.29298068893,1.02766944105
73.6,16.345,6538,0.5,90,0.732992016238,0.543701841919,5332.0839637,0.389430613767,817.256913445,1242898.50229,136.163289033,-0.0100683743512,-1.90078577426,0.0258718489066,4.88428823168
74.1,16.32,6528,0.5,87,0.646613143294,0.545189533603,5338.49591304,0.389898912726,823.723044878,1243123.9091,136.18798303,-0.0541820924727,-1.02167995703,0.139047965285,2.62194597354
74.6,16.295,6518,0.5,99,0.738573582967,0.546762370152,5345.69569298,0.390424751167,831.108780708,1243528.88514,136.23234938,-0.185955889032,-1.92598235946,0.476612199878,4.93636794211
75.1,16.27,6508,0.5,67,0.515640493914,0.548156582273,5351.10455615,0.390819789377,836.265185647,1243513.60342,136.230675222,0.252458229423,0.31818508584,-0.646297583716,-0.814559511976
75.6,16.245,6498,0.5,74,0.603501517659,0.549732203573,5358.23978823,0.391340913543,842.300200824,1243895.86436,136.272553063,1.10021690292,-0.545577278705,-2.81327583657,1.39505162217
76.1,16.22,6488,0.5,104,0.828221322509,0.551366896082,5365.90263267,0.391900572062,850.582414049,1244396.42941,136.327391478,-0.619368779243,-2.77672423677,1.5815525368,7.09034004915
76.6,16.195,6478,0.5,85,0.755367106891,0.553045190952,5373.94012048,0.39248759279,858.136085118,1244979.47904,136.391266327,0.483816737297,-2.03161751129,-1.23361559742,5.18013300641
77.1,16.17,6468,0.5,95,0.708851054457,0.554625593677,5380.97750986,0.39300157098,865.224595662,1245326.58277,136.42929259,-0.0511211668361,-1.55016262813,0.130163900901,3.94699939764
77.6,16.145,6458,0.5,89,0.721325083522,0.556171003049,5387.62850653,0.393487328844,872.437846498,1245580.33643,136.457092072,-0.562254161204,-1.65927356717,1.42978282676,4.2194456083
78.1,16.12,6448,0.5,96,0.777436704172,0.557772214772,5394.77286127,0.394009119287,880.212213539,1245944.19472,136.496953847,-0.630012301347,-2.20465708689,1.60003845819,5.59915436348
78.6,16.095,6438,0.5,83,0.700236833838,0.559382020044,5401.95216756,0.394533462428,887.214581878,1246312.03896,136.537252297,0.176937950073,-1.41660334746,-0.448772087078,3.59296601176
79.1,16.07,6428,0.5,76,0.629476654444,0.560952536131,5408.70435338,0.395026610676,893.509348422,1246577.34351,136.566317212,0.457419273599,-0.693099616956,-1.15866870472,1.7556602482
79.6,16.045,6418,0.5,105,0.859706849275,0.562569709706,5415.85859534,0.395549123235,902.106416915,1246931.31784,136.60509617,-1.4428265353,-2.97946346501,3.6500653218,7.53745235834
