time,Lx,V,dt,events,P_impulse_proxy,P_IG,U,T,W_cum,PV_gamma(IG),T*V^(gamma-1),alpha_upper,alpha_IG,sigma_upper,sigma_IG
7.1,18.68,7472,0.5,80,0.656776617331,0.433209817485,4855.41563437,0.354616975925,360.53985951,1237161.49727,135.534782785,-3.22701432019,-9.02994383542,9.12164544412,25.5245058975
7.6,18.58,7432,0.5,88,0.699859781819,0.43762843843,4878.68183162,0.356316230764,388.534250783,1238649.32693,135.697779024,-4.72819402272,-10.5778658211,13.3013734011,29.7576923445
8.1,18.48,7392,0.5,81,0.674749933219,0.441956047847,4900.40865853,0.357903057152,415.524248112,1239697.36556,135.812594825,-5.26317041866,-9.39853420454,14.7382477838,26.3183432975
8.6,18.38,7352,0.5,87,0.664404220603,0.446447576975,4923.42387888,0.359583981805,442.100416936,1241022.43937,135.957760668,-3.56094847625,-8.80833855132,9.92616809196,24.5533036084
9.1,18.28,7312,0.5,88,0.681258910419,0.450987727068,4946.43339049,0.361264489518,469.350773353,1242295.83142,136.097264617,-4.2408448093,-9.30189519385,11.7662587298,25.80818456
9.6,18.18,7272,0.5,82,0.735701485091,0.455689916363,4970.66560769,0.363034297962,498.778832756,1243824.77263,136.264764749,-5.1958421974,-11.294767229,14.3472342829,31.1881434133
10.1,18.08,7232,0.5,88,0.688247882417,0.460304297124,4993.3810152,0.364693325679,526.308748053,1244922.71635,136.385047804,-4.81450778745,-9.21027845025,13.2316202685,25.312433254
10.6,17.98,7192,0.5,92,0.643448922911,0.464687793466,5013.05191591,0.36612999678,552.04670497,1245214.19359,136.416980016,-6.06705620663,-7.23833614299,16.6033458982,19.8087168829
11.1,17.88,7152,0.5,101,0.795593433326,0.469394055481,5035.6594272,0.367781144259,583.870442303,1246187.60777,136.523620483,-9.21622604822,-13.1423525522,25.115373055,35.8145606934
11.6,17.78,7112,0.5,77,0.578858750065,0.474081804859,5057.50469424,0.369376620964,607.024792305,1246922.70823,136.604152961,-1.30908295984,-4.28508035848,3.55170364229,11.6259518943
12.1,17.68,7072,0.5,94,0.80309130411,0.479131982635,5082.6320718,0.371211807756,639.14844447,1248414.81796,136.767618093,-6.99627460666,-13.0596621467,18.8938264098,35.2683397154
12.6,17.58,7032,0.5,73,0.637101613402,0.483805643623,5103.18192893,0.372712673746,664.632509006,1248731.40332,136.802300977,-4.93420740104,-6.22555335506,13.2653448669,16.7370573488
13.1,17.48,6992,0.5,62,0.47032322291,0.488184846109,5120.08266599,0.373947024977,683.445437922,1248111.33381,136.734370488,-1.91219186113,0.626668386111,5.12199028392,-1.67859169896
13.6,17.38,6952,0.5,99,0.808833478621,0.493323146458,5144.37377127,0.375721134331,715.798777067,1249245.418,136.85861284,-8.06223386646,-12.7234655923,21.5088069737,33.9442603618
14.1,17.28,6912,0.5,105,0.8446487945,0.498127811421,5164.58914882,0.377197571488,749.584728847,1249339.11987,136.868878163,-13.5705742286,-13.9571807598,36.0479136026,37.0748678494
14.6,17.18,6872,0.5,68,0.564901936382,0.503052232011,5185.46240757,0.378722057228,772.180806302,1249544.32082,136.891358548,-1.7228187035,-2.57273448383,4.55820602628,6.80689953295
15.1,17.08,6832,0.5,105,0.89290070189,0.508281130239,5208.86502269,0.380431275394,807.896834378,1250308.2105,136.975044972,-12.3134129568,-15.4896481813,32.4398574772,40.8076932965
15.6,16.98,6792,0.5,79,0.632180838111,0.513193333666,5228.41368338,0.381859018652,833.184067902,1250097.25542,136.951934205,-5.73857282766,-4.85799684873,15.0561351036,12.7457922177
16.1,16.88,6752,0.5,93,0.740393147296,0.518911345551,5255.53410775,0.383839768313,862.799793794,1251643.23283,137.121300705,-2.49530153123,-8.97397053281,6.51771055069,23.439949718
16.6,16.78,6712,0.5,75,0.589248348165,0.523921292638,5274.83957428,0.385249749801,886.369727721,1251274.59957,137.080915816,-4.26446739089,-2.71353911039,11.0896515697,7.05649744659
17.1,16.68,6672,0.5,75,0.583774828015,0.529495547031,5299.19143468,0.387028296427,909.720720841,1252052.02462,137.166085081,1.00086728204,-2.28296984183,-2.5919868807,5.91230024725
17.6,16.58,6632,0.5,71,0.565791009716,0.53568336513,5328.97811632,0.389203777119,932.35236123,1254052.41665,137.385234077,7.15504124431,-1.32844802944,-18.4353146131,3.42281148824
18.1,16.48,6592,0.5,77,0.598239770882,0.541751382424,5356.83766941,0.391238509306,956.281952065,1255534.62082,137.547614025,3.92996226066,-2.38126037968,-10.0711156456,6.10233561429
18.6,16.38,6552,0.5,98,0.760465606539,0.548401506576,5389.69000663,0.393637891224,986.700576327,1258119.19138,137.830761545,2.43371295834,-8.61600626986,-6.20151900783,21.95506519
19.1,16.28,6512,0.5,92,0.656852580923,0.55478308001,5419.12112553,0.395787403267,1012.97467956,1259835.55395,138.018794254,3.15701566568,-4.21080608117,-7.99826326242,10.668029288
19.6,16.18,6472,0.5,107,0.936556246427,0.561912263205,5455.04425119,0.398411061291,1050.43692942,1262988.38887,138.364196852,-1.53912419706,-15.1288422787,3.87591833968,38.0983921622
20.1,16.08,6432,0.5,95,0.722132301855,0.568340426348,5483.34843341,0.40047826712,1079.3222215,1264305.25086,138.508463065,-0.581109863291,-6.28062757548,1.45479440675,15.7233983535
20.6,15.98,6392,0.5,85,0.577818555585,0.575122489603,5514.27443031,0.402736958101,1102.43496372,1266159.14019,138.711562247,7.81325468536,-0.243914343301,-19.4549466694,0.607344919874
21.1,15.88,6352,0.5,76,0.540840676168,0.581980238013,5545.10770779,0.404988877285,1124.06859077,1267921.56027,138.904640696,9.19965042687,1.50799312029,-22.7791411983,-3.73392320569
21.6,15.78,6312,0.5,92,0.750875361062,0.589327258933,5579.75048758,0.407519024801,1154.10360521,1270481.01555,139.185036761,4.60776534891,-6.60936269848,-11.342081319,16.2690422616
22.1,15.68,6272,0.5,90,0.732653257056,0.596523313898,5612.09133716,0.409881050041,1183.40973549,1272440.56155,139.399710949,3.03471929419,-5.58958644159,-7.42529732403,13.6765009293
22.6,15.58,6232,0.5,88,0.758610037803,0.604010726534,5646.29227164,0.41237892723,1213.754137,1274746.19907,139.652300512,3.8565329684,-6.3342230483,-9.38032514046,15.40686212
23.1,15.48,6192,0.5,102,0.758390179834,0.611573757987,5680.29706419,0.414862479125,1244.0897442,1276929.99351,139.891541795,3.66918535566,-6.02442266201,-8.87089385873,14.5650897446
23.6,15.38,6152,0.5,86,0.608639452326,0.619007295972,5712.19932723,0.417192472044,1268.43532229,1278565.49318,140.07071573,7.55668494946,0.265563981875,-18.1639083785,-0.638332796413
24.1,15.28,6112,0.5,93,0.683510996624,0.626569468972,5744.38889154,0.419543448111,1295.77576215,1280191.10413,140.248806324,4.8491244427,-2.42939423053,-11.5905731447,5.80683623594
24.6,15.18,6072,0.5,83,0.68679195613,0.635040875816,5783.95229693,0.422432975236,1323.2474404,1283378.08403,140.597949609,12.0917271536,-2.24009225171,-28.7222464152,5.3210332014
25.1,15.08,6032,0.5,88,0.715805114321,0.643022172524,5818.064617,0.424924380441,1351.87964497,1285271.3788,140.805365775,5.48011549346,-3.07147636926,-12.9346029907,7.24954199943
25.6,14.98,5992,0.5,96,0.763785941404,0.651334577942,5854.19518654,0.427563189201,1382.43108263,1287529.36343,141.052734819,5.57913188471,-4.6648756039,-13.0890633093,10.9441492639
26.1,14.88,5952,0.5,99,0.740209795349,0.659353221203,5886.7055589,0.429937595596,1412.03947444,1288911.21667,141.20412102,2.90198054416,-3.39515800352,-6.76846154688,7.91872862092
26.6,14.78,5912,0.5,101,0.78941248093,0.667848743373,5922.48265623,0.43255058839,1443.61597368,1290928.40062,141.425109621,4.2005980973,-5.03304168987,-9.74065077133,11.6709811991
27.1,14.68,5872,0.5,103,0.893925269005,0.676724467775,5960.58911217,0.435333706702,1479.37298444,1293367.54071,141.692324793,2.34944517167,-8.86617644015,-5.41418985217,20.4317015305
27.6,14.58,5832,0.5,67,0.49951905465,0.684296236262,5986.22347482,0.437205921328,1499.35374662,1293024.27056,141.65471851,5.6536004682,7.23920098206,-12.9589540385,-16.593403324
28.1,14.48,5792,0.5,110,0.930279335548,0.693458560907,6024.76797716,0.440021032513,1536.56492005,1295392.67213,141.914184063,1.33332892106,-9.65673161057,-3.03987221374,22.016495431
28.6,14.38,5752,0.5,93,0.749059852444,0.702111251102,6057.81587451,0.442434697233,1566.52731414,1296494.64747,142.034908794,3.08550324673,-2.05156819986,-6.99299271957,4.64967959458
29.1,14.28,5712,0.5,97,0.755295245983,0.711134273096,6092.99845188,0.445004269054,1596.73912398,1297971.85252,142.196741073,4.9707675361,-1.94751263644,-11.202500059,4.38906270837
29.6,14.18,5672,0.5,111,0.95922837462,0.720908483028,6133.4893736,0.447961537657,1635.10825897,1300490.46665,142.472662867,2.12178673099,-9.72899690055,-4.75222391505,21.790301101
30.1,14.08,5632,0.5,88,0.725958624277,0.729951634001,6166.63140404,0.450382077421,1664.14660394,1301363.12127,142.568264819,4.10368547228,-0.0217417205931,-9.1361154093,0.0484040187478
30.6,13.98,5592,0.5,101,0.846348128419,0.739609159088,6203.84162643,0.453099739003,1698.00052908,1303009.40949,142.748620671,3.35629725147,-4.4633854228,-7.4296951869,9.88041007945
31.1,13.88,5552,0.5,116,0.966634883585,0.749665186722,6243.21167502,0.455975144246,1736.66592442,1305017.81129,142.968647162,0.704653242712,-8.88063370593,-1.55026446269,19.5377385726
31.6,13.78,5512,0.5,102,0.858406298523,0.759325107257,6278.0999868,0.458523224277,1771.00217636,1305999.79367,143.0762263,0.552059840932,-4.15710333589,-1.20735008379,9.0915489387
32.1,13.68,5472,0.5,119,0.988299988433,0.76974880604,6318.09819997,0.46144450774,1810.5341759,1307954.10469,143.290326981,0.466213638717,-8.95127971639,-1.01354345917,19.4599862688
32.6,13.58,5432,0.5,131,1.15791029354,0.780744855214,6361.50908029,0.464615036539,1856.85058764,1310515.21229,143.570904063,-2.9055314298,-15.3073757882,6.27504235069,33.059161007
33.1,13.48,5392,0.5,110,1.02239232913,0.791560889853,6402.14447713,0.467582856934,1897.74628081,1312403.76396,143.777800609,-0.260296316949,-9.45037181987,0.55845720908,20.2754627232
33.6,13.38,5352,0.5,134,1.21513110442,0.80315335678,6447.71514823,0.470911126806,1946.35152498,1315200.565,144.08419862,-3.03457308029,-16.7118661114,6.46689937894,35.6142210839
34.1,13.28,5312,0.5,129,1.20092109991,0.814892998044,6493.06740842,0.474223444962,1994.38836898,1317844.08031,144.373803714,-2.68458381038,-15.676831505,5.68084988228,33.1737553007
34.6,13.18,5272,0.5,113,0.989812111305,0.82614331839,6533.14136183,0.477150260139,2033.98085343,1319312.66253,144.534691337,0.481468958653,-6.77257865543,-1.01215527835,14.237472865
35.1,13.08,5232,0.5,141,1.22262925005,0.838238435054,6578.4952383,0.480462696341,2082.88602343,1321743.33513,144.800978871,-3.55129352974,-15.6184761004,7.41697051133,32.6196006324
35.6,12.98,5192,0.5,143,1.31784736693,0.850829807457,6626.26254047,0.483951397931,2135.59991811,1324546.37769,145.108060659,-4.94659250584,-18.9335387181,10.2582335435,39.2643343364
36.1,12.88,5152,0.5,157,1.38898117156,0.864140542115,6678.07810947,0.487735766102,2191.15916497,1328038.92651,145.490679942,-3.74367786556,-21.2609603401,7.70552087984,43.7609163259
36.6,12.78,5112,0.5,144,1.28092535676,0.877325191314,6727.32956699,0.491332863496,2242.39617924,1330899.7445,145.804091203,-1.98555674438,-16.4087725288,4.05601136499,33.5191467334
37.1,12.68,5072,0.5,161,1.52580009742,0.891290053097,6780.93472396,0.49524793485,2303.42818314,1334497.61276,146.198248549,-7.42684692621,-25.6608955065,15.0557297257,52.01985595
37.6,12.58,5032,0.5,132,1.1076289513,0.904090332912,6824.07383282,0.498398614725,2347.73334119,1335917.21478,146.353770243,-1.16604919805,-8.39852080874,2.34701000782,16.9044431591
38.1,12.48,4992,0.5,148,1.42033270149,0.918132964301,6874.97963668,0.502116537882,2404.54664925,1338740.93014,146.663116799,-5.90750419451,-20.3700037159,11.8089249905,40.7190309169
38.6,12.38,4952,0.5,164,1.48745991001,0.932705878178,6928.13926311,0.505999069756,2464.04504565,1341876.17018,147.006591825,-6.33876997791,-22.4828551303,12.5754822758,44.603723938
39.1,12.28,4912,0.5,156,1.38481695753,0.946997066335,6977.47438476,0.50960227759,2519.43772395,1344144.30764,147.255073142,-6.05755664757,-17.7997794049,11.9290047486,35.0526896236
39.6,12.18,4872,0.5,176,1.48848701254,0.961836901072,7029.10407304,0.513373069897,2578.97720445,1346729.06841,147.538241499,-7.90979222503,-21.3640356947,15.4642870807,41.7684272591
40.1,12.08,4832,0.5,170,1.52919431899,0.977179642061,7082.59804566,0.517280020863,2640.14497721,1349540.59605,147.846252854,-7.67380014022,-22.3887433571,14.8911407903,43.4457404879
40.6,11.98,4792,0.5,167,1.51023676564,0.992761253833,7135.96789255,0.521177906263,2700.55444784,1352195.54632,148.137110683,-7.03962373279,-21.0119717204,13.5578410043,40.4676418208
41.1,11.88,4752,0.5,169,1.61243824294,1.00824626343,7186.77936575,0.524888939946,2765.05197756,1354234.91869,148.360530093,-13.6860565193,-24.4786562072,26.1666958836,46.8013230625
41.6,11.78,4712,0.5,160,1.37800949399,1.02484294545,7243.58993846,0.529038119957,2820.17235732,1357269.59071,148.692987589,1.69019295087,-14.4600499015,-3.20741921366,27.4403238167
42.1,11.68,4672,0.5,159,1.43003582412,1.04103269503,7295.55712676,0.532833561698,2877.37379028,1359259.65384,148.911005022,-5.23424465905,-15.8852714263,9.85852575122,29.9193804689
42.6,11.58,4632,0.5,135,1.15247994223,1.05858022417,7355.01539754,0.537176117261,2923.47298797,1362504.75839,149.266516037,13.3590730897,-4.10851585399,-24.9700042016,7.67939942
43.1,11.48,4592,0.5,171,1.63837237449,1.07733479712,7420.68208257,0.541972106527,2989.00788295,1366743.92792,149.730929878,0.131790043931,-22.8183857103,-0.244248271045,42.2896228845
43.6,11.38,4552,0.5,156,1.36897876948,1.09446186435,7472.98560978,0.545792112897,3043.76703373,1368372.66235,149.909362659,-2.45562356172,-11.3246539428,4.51499234462,20.8218908851
44.1,11.28,4512,0.5,151,1.33773907879,1.1135306517,7536.37545073,0.55042181206,3097.27659688,1371883.80024,150.294018432,9.88027779501,-9.3514860933,-18.0261855283,17.0614254762
44.6,11.18,4472,0.5,150,1.4229200878,1.13317281496,7601.32324273,0.555165296723,3154.19340039,1375516.50304,150.691992007,8.03098848931,-11.9845848758,-14.5280067496,21.6800372952
45.1,11.08,4432,0.5,168,1.52347566022,1.15282951057,7664.01058628,0.559743688744,3215.1324268,1378577.98259,151.027386349,1.74831713651,-15.2207908221,-3.13625086765,27.3040957074
45.6,10.98,4392,0.5,144,1.30725551846,1.17307428778,7728.21340789,0.564432764234,3267.42264754,1381749.77163,151.374865429,11.9126008757,-5.77403391917,-21.1934716194,10.2724690664
46.1,10.88,4352,0.5,198,1.79162219723,1.19452233241,7797.84178597,0.569518097135,3339.08753543,1385720.84956,151.809909022,-2.03650980678,-24.3150542878,3.59188369824,42.8855519514
46.6,10.78,4312,0.5,192,1.82682262227,1.21784428229,7877.01681784,0.575300673228,3412.16044032,1391200.36128,152.4102061,6.10212698032,-24.8280566234,-10.6604244065,43.3746497981
47.1,10.68,4272,0.5,166,1.53513627354,1.24023339616,7947.41560259,0.580442273049,3473.56589126,1394939.89415,152.819883233,8.99333380441,-12.2460925746,-15.5628616785,21.1917236684
47.6,10.58,4232,0.5,172,1.66789168567,1.26340116731,8020.07061007,0.585748656885,3540.28155869,1398891.52436,153.25279627,5.93934005258,-16.6452877885,-10.1858793447,28.5464195635
48.1,10.48,4192,0.5,186,1.73134578175,1.28693126839,8092.22381565,0.591018391444,3609.53538996,1402568.70029,153.655642012,2.89937430589,-18.249516122,-4.92769458494,31.016361561
48.6,10.38,4152,0.5,191,1.67089112429,1.31044606066,8161.45806577,0.596074939072,3676.37103493,1405555.69027,153.982875797,2.39860515183,-14.8903737375,-4.04113996797,25.0871154858
49.1,10.28,4112,0.5,192,1.80669115858,1.33610978864,8241.12517631,0.601893454303,3748.63868127,1410145.70527,154.485725818,7.39946420121,-19.3392268642,-12.353354633,32.2867063457
49.6,10.18,4072,0.5,210,2.04512048085,1.36294420025,8324.86317511,0.608009288279,3830.44350051,1415221.30577,155.0417732,1.93317956553,-27.8266459501,-3.19559498047,45.9981533569
50.0761904762,10.0847619048,4033.9047619,0.47619047619,172,1.6713052936,1.38659981561,8390.1173986,0.612775153272,3894.1122736,1417404.71263,155.280972024,1.58545039496,-11.2985696588,-2.59742890063,18.5103434714
50.5,10,4000,0.42380952381,178,2.07226992997,1.41028721038,8461.72326226,0.618004912523,3964.37209217,1421480.4342,155.727479645,1.34604508912,-22.8477683718,-2.18730401398,37.1272967556
