time,T,V,W_core,Q_hist,p_mech,p_IG,sigma
218.5,1.03193406,7875.6,33.7130731,158.394809,0.271795602,0.26834793,0.0100745358
219,1.03662194,7875.2,33.8191002,172.470619,0.265067706,0.269580676,0.0297688404
219.5,1.03043844,7874.8,33.9772066,152.783173,0.395265801,0.267986226,0.10450184
220,1.03264228,7874.4,34.0795251,159.757298,0.255796427,0.26857302,0.00205952193
220.5,1.02663518,7874,34.1746984,142.333705,0.237933177,0.267024239,0.041051997
221,1.03190288,7873.6,34.279469,159.083955,0.261926518,0.268407983,0.0376541052
221.5,1.02794389,7873.2,34.4204909,145.788013,0.352554737,0.267391795,0.0558670017
222,1.02684929,7872.8,34.526981,141.675896,0.266225263,0.267120635,0.00139800285
222.5,1.02790204,7872.4,34.6012514,145.451469,0.185675921,0.267408082,-0.0301904981
223,1.02900853,7872,34.7120649,148.491611,0.277033765,0.267709537,0.0054044825
223.5,1.02353521,7871.6,34.8732195,131.662657,0.402886445,0.266299114,0.0971479297
224,1.02247732,7871.2,35.0282972,127.90745,0.387694443,0.266037397,0.0492387869
224.5,1.01962659,7870.8,35.1434522,120.282381,0.287887532,0.26530915,0.0208444782
225,1.02395781,7870.4,35.226327,132.384643,0.207186769,0.266449684,0.00441180345
225.5,1.02769971,7870,35.3388238,143.966958,0.28124209,0.267436978,0.0257885183
226,1.02372979,7869.6,35.4523816,131.722029,0.283894551,0.266417431,0.0298704432
226.5,1.02050989,7869.2,35.542925,122.708899,0.226358499,0.265592976,-0.000116566264
227,1.02300195,7868.8,35.6347362,131.684536,0.229527987,0.266255083,-0.00522803395
227.5,1.0230495,7868.4,35.7717968,131.144066,0.342651426,0.266280995,0.029865881
228,1.02764041,7868,35.9290681,145.772296,0.393178406,0.267489523,0.0796729271
228.5,1.03125335,7867.6,36.0616765,156.807278,0.331520869,0.2684436,0.0433661069
229,1.02224528,7867.2,36.1687273,128.410532,0.267627031,0.266112256,0.119172842
229.5,1.02194218,7866.8,36.2599963,128.356971,0.22817251,0.266046878,-0.0146867203
230,1.02244172,7866.4,36.3855047,129.660597,0.313771046,0.266190462,0.0189839225
230.5,1.02206644,7866,36.4916186,127.549853,0.265284697,0.26610629,-0.000111862105
231,1.01723733,7865.6,36.6119202,113.058571,0.300754108,0.264862445,0.0486232386
231.5,1.01671907,7865.2,36.719748,110.818237,0.269569305,0.264740967,0.00230119241
232,1.01451285,7864.8,36.8583774,104.278172,0.34657368,0.264179931,0.0397421191
232.5,1.01783391,7864.4,36.9633948,114.702578,0.262543358,0.265058217,0.0154027183
233,1.01420365,7864,37.1220198,103.002088,0.396562522,0.264126281,0.0718680325
233.5,1.00969477,7863.6,37.2004406,88.9228062,0.196051943,0.262965421,0.00403347745
234,1.01327188,7863.2,37.2955837,99.9403387,0.237857786,0.263910471,0.0089060455
234.5,1.00285703,7862.8,37.4141679,68.5530782,0.296460681,0.261211171,0.178584993
235,1.00827552,7862.4,37.4972042,84.5950438,0.207590652,0.262635871,0.0226847169
235.5,1.00625107,7862,37.633606,78.1672501,0.341004429,0.262121876,0.0375685142
236,1.00654515,7861.6,37.735607,78.8364726,0.255002435,0.262211822,-0.00273121488
236.5,1.00358113,7861.2,37.851554,70.1716147,0.289867715,0.261452979,0.0246998694
237,1.00964303,7860.8,37.9638719,88.5266229,0.280794546,0.26304561,0.0626268747
237.5,1.01311507,7860.4,38.0598245,99.483883,0.239881561,0.263963622,0.00857604711
238,1.01083664,7860,38.166362,92.542989,0.26634367,0.26338339,0.00896601217
238.5,1.01059206,7859.6,38.2365025,91.6794363,0.17535148,0.263333062,-0.0347311694
239,1.01114084,7859.2,38.3251672,94.1334129,0.221661701,0.263489471,-0.0160914949
239.5,1.00940054,7858.8,38.420971,89.6577133,0.239509399,0.26304936,-0.00476513215
240,1.0114536,7858.4,38.5595284,95.6911165,0.346393609,0.263597803,0.0390830347
240.5,1.01059082,7858,38.6836238,92.3397434,0.310238517,0.263386357,0.0196660359
241,1.00785872,7857.6,38.7732837,83.9209652,0.224149744,0.262687672,-0.00402549648
241.5,1.00275718,7857.2,38.8915892,67.639841,0.295763747,0.261371317,0.0533433254
242,0.997739215,7856.8,39.0184485,52.0455844,0.317148243,0.26007661,0.0616052089
242.5,1.00211858,7856.4,39.1160052,65.3972425,0.243891743,0.26123146,0.0225013882
243,0.999113373,7856,39.2462817,56.9410295,0.325691182,0.260461327,0.0399865646
243.5,0.996333884,7855.6,39.3895387,48.7577112,0.358142611,0.259749961,0.0514363003
244,0.996910207,7855.2,39.5065328,50.1088189,0.29248513,0.259913446,0.0135852542
244.5,0.991400605,7854.8,39.6089004,32.8868275,0.255919108,0.258490151,0.0462290395
245,0.985820352,7854.4,39.7442512,16.212851,0.338376867,0.257048289,0.0820327504
245.5,0.987495127,7854,39.8889417,21.7119457,0.361726204,0.257498093,0.0466449366
246,0.989861127,7853.6,40.0017551,28.8159405,0.282033503,0.258128194,0.0184522359
246.5,0.990733917,7853.2,40.1179634,31.9419615,0.29052074,0.258368953,0.0141764117
247,0.994374459,7852.8,40.2114261,42.4688717,0.233656936,0.259331562,0.010313536
247.5,0.999230101,7852.4,40.2814538,56.824355,0.175069086,0.260611182,0.00214787335
248,1.00506028,7852,40.3874373,75.0042512,0.264958843,0.262145116,0.0530089667
248.5,0.995745174,7851.6,40.5212719,46.293361,0.334586497,0.259728732,0.16366321
249,1.00078358,7851.2,40.6312976,62.238227,0.275064183,0.261056243,0.0446637618
249.5,0.998617438,7850.8,40.7410241,55.5551197,0.274316279,0.260504473,0.0127517408
250,0.99836777,7850.4,40.8541577,54.6757956,0.282834013,0.260452613,0.00906589747
250.5,0.996966666,7850,40.9285803,50.0464729,0.186056475,0.260100348,-0.0266741588
251,0.991330966,7849.6,41.0257808,32.3360401,0.243001172,0.25864322,0.0431458306
251.5,0.992689049,7849.2,41.1081238,36.2568055,0.205857663,0.259010749,-0.0185376693
252,0.989697069,7848.8,41.2067778,27.4987899,0.246635,0.258243247,0.00932075783
252.5,0.984563301,7848.4,41.3171783,11.5244767,0.27600122,0.256916778,0.0493730484
253,0.987018473,7848,41.4248558,18.7200773,0.269193762,0.25757057,0.0142328305
253.5,0.987381904,7847.6,41.52272,20.2337963,0.244660449,0.257678544,-0.005062974
254,0.981450183,7847.2,41.6705626,1.8108736,0.369606638,0.25614359,0.102127515
254.5,0.971197023,7846.8,41.7958029,-29.7101146,0.313100617,0.253480591,0.194557862
255,0.975962104,7846.4,41.8853795,-14.9887661,0.223941629,0.254737254,0.024116211
255.5,0.974139452,7846,41.9866537,-20.4680204,0.253185309,0.254274484,0.00492593093
256,0.966233182,7845.6,42.0864312,-44.8098109,0.249443743,0.25222361,0.101136307
256.5,0.959111008,7845.2,42.2241059,-66.0214746,0.344186841,0.250377217,0.123408312
257,0.962648985,7844.8,42.3055985,-55.7451569,0.203731607,0.251313624,0.00102983061
257.5,0.969646372,7844.4,42.3985027,-34.1085299,0.232260469,0.253153303,0.0717609418
258,0.965701721,7844,42.4962981,-46.6164107,0.244488402,0.252136298,0.0223937216
258.5,0.966748463,7843.6,42.6490382,-43.2859775,0.381850343,0.252422466,0.0553565019
259,0.974421967,7843.2,42.763472,-19.8416398,0.286084311,0.254439029,0.108750408
259.5,0.978094021,7842.8,42.8944839,-8.54965543,0.327529934,0.255410893,0.0512002128
260,0.981012656,7842.4,42.9884603,0.404681316,0.234940939,0.256186106,0.00496284266
260.5,0.987038281,7842,43.1192452,19.2846837,0.326962323,0.257772813,0.0855196157
261,0.988151534,7841.6,43.2087742,22.3024637,0.223822418,0.258076711,-0.0119123407
261.5,0.988255716,7841.2,43.2740738,22.553649,0.163248978,0.258117087,-0.0383784671
262,0.991303494,7840.8,43.3749173,31.962157,0.252108763,0.258926328,0.0118008116
262.5,0.992290136,7840.4,43.4760041,35.1388245,0.252716986,0.25919726,-0.00109001294
263,0.991217465,7840,43.6015115,31.8846643,0.313768401,0.258930277,0.0239297893
263.5,0.986410435,7839.6,43.7144398,17.1576313,0.282320834,0.25768771,0.0463514612
264,0.984684562,7839.2,43.8281314,11.89399,0.284229007,0.257249972,0.0156752352
264.5,0.979195488,7838.8,43.9194475,-4.67422745,0.228290398,0.255828999,0.0368405901
265,0.979756568,7838.4,44.0184302,-1.9701214,0.247456666,0.255988652,-0.00297671292
265.5,0.982086436,7838,44.154613,4.62155814,0.340457011,0.25661049,0.0428115181
266,0.988628128,7837.6,44.3051855,23.8558958,0.376431169,0.25833296,0.115335511
266.5,0.99020587,7837.2,44.4432831,29.1003676,0.345244019,0.258758437,0.0388427479
267,0.998238441,7836.8,44.5232059,54.1157499,0.199806903,0.260870805,0.0755269691
267.5,0.999325167,7836.4,44.6382192,57.5967975,0.287533347,0.261168131,0.0123736195
268,1.00721043,7836,44.7713575,80.9751997,0.332845791,0.263242338,0.122280921
268.5,1.00644078,7835.6,44.843951,78.9850719,0.181483826,0.263054611,-0.0315190313
269,1.00119667,7835.2,44.9682073,62.3085818,0.310640637,0.261697311,0.0615501737
269.5,1.01378241,7834.8,45.1263598,100.99357,0.395381276,0.265000559,0.290157075
270,1.0192395,7834.4,45.2172892,117.777187,0.227323606,0.266440633,0.0288402368
270.5,1.01759107,7834,45.3033185,112.832092,0.215073185,0.266023296,-0.0159986473
271,1.01788022,7833.6,45.3973545,113.762638,0.235089817,0.266112476,-0.012064437
271.5,1.01799559,7833.2,45.5059724,115.605719,0.271544853,0.266156227,0.0021397451
272,1.02091467,7832.8,45.6669508,123.764536,0.402445992,0.266933058,0.0656789807
272.5,1.02068788,7832.4,45.8051696,123.167623,0.345546904,0.266887387,0.0309045775
273,1.01853067,7832,45.9492109,115.734581,0.360103337,0.266336927,0.0437072539
273.5,1.01869408,7831.6,46.0823749,116.04485,0.332910141,0.266393262,0.0261606887
274,1.01753565,7831.2,46.2514619,112.859531,0.422717328,0.26610392,0.063557729
274.5,1.01823655,7830.8,46.3860019,115.22696,0.33635011,0.266300819,0.0282486697
275,1.01581653,7830.4,46.4850782,107.659813,0.247690813,0.265681478,0.00162227944
275.5,1.01722213,7830,46.6295919,112.796129,0.361284164,0.266062697,0.0403819159
276,1.0319133,7829.6,46.751339,157.143378,0.304367732,0.269919081,0.327670322
276.5,1.03617545,7829.2,46.8516816,170.949882,0.250856427,0.271047786,0.0182681996
277,1.03983991,7828.8,46.9517213,181.622584,0.250099356,0.272020249,0.010690726
277.5,1.03787394,7828.4,47.0340648,176.018885,0.205858836,0.27151983,-0.0197989651
278,1.03525984,7828,47.1508128,167.412837,0.291869978,0.270849791,0.0179014004
278.5,1.04272429,7827.6,47.2723671,190.946813,0.303885747,0.272816617,0.0910119959
279,1.03482094,7827.2,47.394679,167.071554,0.30577957,0.270762633,0.102679523
279.5,1.03016789,7826.8,47.5014147,152.934819,0.266839213,0.269558931,0.0301890773
280,1.03060747,7826.4,47.5874356,153.780776,0.215052448,0.269687737,-0.0209228895
280.5,1.03409305,7826,47.6994853,164.801142,0.280124164,0.270613668,0.0211718017
281,1.02723464,7825.6,47.8167171,143.432049,0.293079506,0.268832619,0.0776107768
281.5,1.02821283,7825.2,47.9147426,145.599446,0.245063723,0.269102371,-0.00795788919
282,1.03170592,7824.8,48.0511622,156.68773,0.341049152,0.27003038,0.0451845391
282.5,1.0321089,7824.4,48.1462439,157.448732,0.237704128,0.270149663,-0.0123375645
283,1.02537162,7824,48.2827687,136.742284,0.341312124,0.268399933,0.0944697146
283.5,1.02617527,7823.6,48.3784161,139.196694,0.239118447,0.26862403,-0.0105559424
284,1.0270013,7823.2,48.5165944,141.639902,0.345445777,0.268854005,0.0308280862
284.5,1.02971922,7822.8,48.6194407,150.268769,0.257115544,0.269579302,0.00588103895
285,1.02777625,7822.4,48.7283401,144.940552,0.272248573,0.269084393,0.00671667682
285.5,1.0247979,7822,48.7970787,136.545933,0.171846583,0.268318346,-0.0247036322
286,1.02939945,7821.6,48.9093598,149.89244,0.280702756,0.269536932,0.0351256147
286.5,1.02884804,7821.2,49.0815904,147.423592,0.430576329,0.269406329,0.0631040955
287,1.0277377,7820.8,49.1838391,144.203167,0.255621913,0.269129349,-0.00346295051
287.5,1.0278044,7820.4,49.3089447,144.258414,0.31276392,0.269160581,0.0169786557
288,1.031008,7820,49.4258731,154.063289,0.292321024,0.270013347,0.023518234
288.5,1.02371677,7819.6,49.621606,131.793906,0.489332274,0.268117545,0.163987614
289,1.01933758,7819.2,49.7202476,118.57696,0.246604095,0.266984265,0.0202736918
289.5,1.01455859,7818.8,49.8207181,103.719745,0.251176055,0.26574615,0.0282323734
290,1.01118196,7818.4,49.8988708,93.380386,0.195381913,0.264875249,-0.0103975368
290.5,1.00879077,7818,49.9859316,85.7718684,0.217651925,0.264262406,-0.00986251964
291,1.00823683,7817.6,50.0784785,84.1876125,0.231367261,0.264130811,-0.0125322021
291.5,1.01507537,7817.2,50.1872433,105.382531,0.271912031,0.265935931,0.0723865683
292,1.02024041,7816.8,50.2888784,121.165598,0.254087777,0.267302779,0.034322041
292.5,1.0232491,7816.4,50.398927,130.646178,0.275121542,0.268104775,0.0160512521
293,1.01983018,7816,50.5389746,120.116573,0.350118863,0.267222648,0.0497407922
293.5,1.01828282,7815.6,50.6759536,114.901585,0.342447557,0.266830852,0.0332495539
294,1.01817335,7815.2,50.748636,114.88956,0.181706066,0.266815823,-0.0334158185
294.5,1.02224988,7814.8,50.8634799,127.842153,0.287109653,0.267897803,0.0320116037
295,1.01731806,7814.4,50.9858961,112.593728,0.306040586,0.266618983,0.0514854254
295.5,1.00937662,7814,51.0885744,88.5963131,0.256695735,0.264551231,0.0914724516
296,1.0117637,7813.6,51.1921965,95.4255844,0.259055173,0.265190443,0.00614055519
296.5,1.01360791,7813.2,51.2911114,100.753018,0.247287168,0.265687425,-0.00216764822
297,1.00680597,7812.8,51.4418495,79.5141269,0.376845287,0.26391801,0.114661633
297.5,1.00624219,7812.4,51.5518708,77.8704822,0.275053411,0.26378373,0.00496458054
298,1.00340895,7812,51.6265015,69.3652635,0.1865767,0.263054472,-0.0182612655
298.5,1.00056669,7811.6,51.7157136,60.5983073,0.223030227,0.262322775,-0.00333442353
299,1.00492503,7811.2,51.8361511,75.9323684,0.301093759,0.26347891,0.0439498908
299.5,1.00525119,7810.8,51.9609819,76.4433088,0.312077033,0.263577922,0.0194627198
300,1.00150589,7810.4,52.0765013,64.2597589,0.28879849,0.262609349,0.0318902953
300.5,1.00785553,7810,52.1843696,83.5789656,0.269670745,0.264287852,0.063363069
301,0.996950761,7809.6,52.295184,49.813615,0.277035865,0.261441707,0.188701136
301.5,0.991142471,7809.2,52.4561966,32.0225717,0.402531514,0.259931847,0.110096293
302,0.989211756,7808.8,52.5606622,26.804162,0.261164143,0.259438797,0.00654400583
302.5,0.995895442,7808.4,52.6788299,47.1503312,0.295419192,0.261205095,0.0832382575
303,0.998146763,7808,52.8180279,54.7012741,0.347994966,0.261808987,0.0423669297
303.5,0.998992422,7807.6,52.9084416,56.0992426,0.226034306,0.262044224,-0.0133145147
304,0.998115443,7807.2,52.9875478,53.017298,0.197765455,0.261827599,-0.0244854553
304.5,0.998534437,7806.8,53.1325031,55.0806059,0.362388265,0.261950931,0.0405071089
305,1.00849901,7806.4,53.2433965,86.211448,0.277233558,0.264578548,0.1559711
305.5,1.00421499,7806,53.3667971,73.4463706,0.308501479,0.26346814,0.0458149787
306,1.00206912,7805.6,53.4460684,67.3191821,0.19817824,0.262918617,-0.0188062783
306.5,0.999306465,7805.2,53.5316545,57.8700344,0.21396522,0.2622072,-0.00758966663
307,1.00171946,7804.8,53.6189043,64.7691604,0.218124467,0.262853816,-0.0089312168
307.5,1.00985833,7804.4,53.7241237,90.1027975,0.263048583,0.265003058,0.0995375145
308,1.01151607,7804,53.8706313,94.992417,0.366268888,0.26545168,0.0440004595
308.5,1.01274119,7803.6,54.0098015,99.0467833,0.347925524,0.26578681,0.0346944035
309,1.01182608,7803.2,54.1216789,96.1351906,0.279693573,0.265560258,0.0068455808
309.5,1.00977801,7802.8,54.1911569,89.4853603,0.173694893,0.265036316,-0.02986992
310,1.01332304,7802.4,54.3368821,100.5285,0.364313003,0.265980413,0.0576615032
310.5,1.00672666,7802,54.4195794,80.2276546,0.20674336,0.264262522,0.0428066615
311,1.00475521,7801.6,54.5317789,74.4176097,0.280498656,0.263758547,0.012572764
311.5,1.01057258,7801.2,54.6126635,92.7176056,0.20221162,0.265299268,0.0261268581
312,1.01374559,7800.8,54.7287513,103.452557,0.290219438,0.266145903,0.0245808689
312.5,1.01673692,7800.4,54.8460149,112.617919,0.293159001,0.266944927,0.0236372759
313,1.01101248,7800,54.9679018,94.5967881,0.304717164,0.265455585,0.0645940156
313.5,1.00308394,7799.6,55.0921268,70.2675519,0.310562524,0.263387342,0.114274901
314,1.00241668,7799.2,55.2021934,67.3391754,0.275166469,0.263225634,0.00544780415
314.5,1.01386698,7798.8,55.3051975,103.404018,0.257510363,0.266246034,0.193956676
315,1.02279227,7798.4,55.4414317,129.700433,0.340585346,0.268603633,0.145805149
315.5,1.02397594,7798,55.5189957,134.429749,0.193910106,0.26892828,-0.0272479295
316,1.02085427,7797.6,55.6487365,124.136148,0.324352098,0.268122185,0.0363687271
316.5,1.01788968,7797.2,55.7988479,117.137087,0.375278332,0.267357265,0.0554164434
317,1.01362023,7796.8,55.9539721,102.742865,0.387810695,0.266249516,0.0751486611
317.5,1.01482686,7796.4,56.0630672,105.077027,0.272737702,0.26658014,0.00460293187
318,1.0151113,7796,56.2176075,106.106355,0.38635078,0.266668542,0.0472835659
318.5,1.01201254,7795.6,56.3172658,97.0489182,0.249145742,0.265868142,0.00776489082
319,1.00656212,7795.2,56.4363528,80.0735247,0.297717443,0.264449818,0.0580982273
319.5,0.99874341,7794.8,56.5651649,56.8133982,0.322030314,0.262409106,0.117528253
320,0.994556154,7794.4,56.6475684,42.2356462,0.206008526,0.26132236,0.00490635995
320.5,0.992514797,7794,56.7412038,35.9328304,0.234088625,0.260799372,-0.00427344153
321,0.991780065,7793.6,56.8393173,34.4742739,0.245283814,0.260619685,-0.00533992737
321.5,0.98863419,7793.2,56.9656855,25.0328124,0.315920425,0.259806347,0.038226064
322,0.993835259,7792.8,57.0834553,40.8007317,0.294424538,0.261186558,0.0555952999
322.5,0.987540299,7792.4,57.1885959,22.1196042,0.262851584,0.259545523,0.0634897482
323,0.990857879,7792,57.2850268,32.5640034,0.241077101,0.260430818,0.00944744777
323.5,0.99031276,7791.6,57.4017957,30.6509798,0.291922378,0.260300905,0.013240249
324,0.990586599,7791.2,57.5027487,31.0416018,0.252382357,0.26038625,-0.00311188004
324.5,0.987773018,7790.8,57.6443281,21.5034986,0.353948453,0.259660002,0.0506235462
325,0.992645788,7790.4,57.778062,37.084654,0.334334968,0.260954325,0.0667070103
325.5,0.995519349,7790,57.890457,45.643993,0.280987503,0.261723187,0.0205655128
326,0.994397688,7789.6,58.0115327,42.8385641,0.302689169,0.261441725,0.0185474778
326.5,0.992886392,7789.2,58.0903982,37.0591836,0.197163606,0.261057789,-0.0221829927
327,1.00052778,7788.8,58.1779564,60.5386511,0.218895494,0.263080436,0.0723906404
327.5,1.00422717,7788.4,58.2681039,72.0741517,0.225368907,0.264066721,0.00548433435
328,0.998699419,7788,58.3575856,55.2000288,0.223704082,0.262626658,0.0312968771
328.5,1.00122537,7787.6,58.460691,62.8356574,0.25776353,0.263304427,0.00758187517
329,1.00682175,7787.2,58.5633637,80.3950753,0.256681888,0.264789775,0.0444151028
329.5,1.0085698,7786.8,58.6872884,86.401202,0.309811606,0.265263131,0.0222901406
330,1.01060474,7786.4,58.8540935,93.5028278,0.417012917,0.265811995,0.0660845756
330.5,1.00910404,7786,58.9764441,88.8371403,0.305876327,0.265430911,0.0194286505
331,1.00694874,7785.6,59.0884604,81.9351491,0.280040884,0.264877597,0.0130532102
331.5,1.00380801,7785.2,59.209298,71.1881289,0.302093965,0.264064995,0.0301619675
332,1.005619,7784.8,59.3022761,76.4274259,0.23244529,0.264554994,-0.0077819417
332.5,1.00373489,7784.4,59.396507,70.4953173,0.235577305,0.264072898,-0.00594779811
333,0.99870731,7784,59.4842828,54.7937143,0.219439288,0.262763691,0.0214457999
333.5,0.99568477,7783.6,59.641945,45.7723115,0.39415568,0.261981912,0.0672271715
334,0.98853352,7783.2,59.7303696,24.5164705,0.221061452,0.260113661,0.0641995528
334.5,0.994717554,7782.8,59.7867085,43.8370664,0.140847276,0.261754324,0.0109959266
335,1.00520169,7782.4,59.875927,77.2952153,0.223046278,0.264526761,0.151757264
335.5,1.00460861,7782,59.9856588,76.3178336,0.274329345,0.264384276,0.0044976068
336,1.00931479,7781.6,60.1025059,91.2172397,0.292117787,0.265636461,0.0439960814
336.5,1.01734269,7781.2,60.2362374,114.506791,0.334328733,0.267763048,0.122325932
337,1.01538165,7780.8,60.3503428,107.891819,0.285263542,0.267260645,0.0128167443
337.5,1.01741538,7780.4,60.5309677,113.399148,0.451562154,0.267809714,0.078391073
338,1.01072686,7780,60.6337893,92.9584682,0.257054194,0.266062802,0.0634064202
338.5,1.01051176,7779.6,60.7371001,91.9009436,0.258276929,0.266019859,-0.00299266501
339,1.01467348,7779.2,60.8182239,104.386814,0.20280952,0.267129177,0.000557292323
339.5,1.01089146,7778.8,60.9093949,93.7026778,0.227927574,0.266147184,0.00632569045
340,1.0162582,7778.4,61.0020053,110.069274,0.231525818,0.267573895,0.0288009816
340.5,1.01435817,7778,61.1069901,103.672444,0.262462083,0.267087366,0.00356130411
341,1.01375307,7777.6,61.2240149,101.689719,0.292562082,0.266941766,0.010658836
341.5,1.0179799,7777.2,61.3938685,114.551919,0.424633958,0.268068563,0.0880777749
342,1.01925456,7776.8,61.5154606,118.655429,0.303980245,0.268418032,0.0163631357
342.5,1.01308439,7776.4,61.6568029,99.2760661,0.353355807,0.266806854,0.0909213292
343,1.01735044,7776,61.8101809,112.389255,0.383444873,0.267944148,0.0724994139
343.5,1.0254833,7775.6,61.9200802,137.387015,0.274748353,0.270100031,0.0989394849
344,1.02549822,7775.2,62.060564,137.118771,0.351209333,0.270117855,0.0316331153
344.5,1.02450792,7774.8,62.1736233,134.94775,0.282648257,0.269870894,0.0064255895
345,1.02493586,7774.4,62.2659524,137.188339,0.230822758,0.26999751,-0.0150181128
345.5,1.03029847,7774,62.4038564,153.117887,0.344760114,0.271424139,0.0702312391
346,1.03099384,7773.6,62.5192798,155.40684,0.288558386,0.271621306,0.00727293323
346.5,1.03102986,7773.2,62.6115904,154.132447,0.230776471,0.271644774,-0.0158507458
347,1.02244399,7772.8,62.7217578,128.047079,0.275418646,0.269396523,0.110069253
347.5,1.01826434,7772.4,62.8351686,114.829836,0.283527033,0.268309064,0.0317892471
348,1.01543647,7772,62.9505934,106.367982,0.288562045,0.267577701,0.0201593186
348.5,1.0092321,7771.6,63.0444645,87.456694,0.234677695,0.265956476,0.0454190976
349,1.00838297,7771.2,63.1371229,84.8702035,0.231646042,0.265746386,-0.0124354709
349.5,1.01540457,7770.8,63.2124876,106.364056,0.188411602,0.267610614,0.0425930587
350,1.01637304,7770.4,63.2948917,109.897726,0.206010412,0.267879645,-0.0229507928
350.5,1.01208488,7770,63.4830964,96.2093299,0.470511759,0.266763171,0.108025374
351,1.01545829,7769.6,63.6299394,106.808313,0.367107366,0.267666105,0.056162676
351.5,1.0171474,7769.2,63.7557203,111.774548,0.314452168,0.268125145,0.0224616901
352,1.01684621,7768.8,63.9185591,111.021394,0.407097124,0.268059552,0.0548310943
352.5,1.01222803,7768.4,64.0322062,96.3886454,0.284117619,0.266855854,0.0386995595
353,1.01696361,7768,64.1787145,110.997273,0.36627076,0.26811811,0.0720189475
353.5,1.01857251,7767.6,64.3239118,116.379531,0.362993308,0.268556117,0.0409251662
354,1.02182807,7767.2,64.4191509,125.839031,0.238097713,0.269428351,0.00336289148
354.5,1.02034185,7766.8,64.564189,122.076314,0.362595349,0.26905033,0.0399304616
355,1.01424069,7766.4,64.6908794,104.602198,0.316726041,0.267455313,0.0747942769
355.5,1.01825251,7766,64.8212996,117.119921,0.326050422,0.26852706,0.0465055465
356,1.01658279,7765.6,64.9295578,112.660992,0.270645445,0.268100539,0.00514332348
356.5,1.0214753,7765.2,65.0205179,125.963635,0.227400372,0.269404706,0.0189042335
357,1.0196523,7764.8,65.0789218,120.684506,0.146009682,0.268937758,-0.0433168576
357.5,1.01841364,7764.4,65.199223,117.953715,0.300752998,0.268624895,0.0148919417
358,1.01870211,7764,65.2925164,117.354216,0.233233403,0.268714829,-0.0138061
358.5,1.01771269,7763.6,65.38509,114.15613,0.231434082,0.268467669,-0.0131020528
359,1.02177122,7763.2,65.4789271,126.311277,0.234592895,0.269552178,0.0106151115
359.5,1.01779542,7762.8,65.5610978,114.025457,0.205426587,0.268517162,-0.00141516893
360,1.01295435,7762.4,65.6929749,99.1979407,0.329692905,0.26725375,0.0596304346
360.5,1.00595105,7762,65.7886583,77.2985888,0.239208479,0.265419705,0.0636827686
361,1.00312239,7761.6,65.8971558,68.71499,0.271243602,0.264687004,0.014807934
361.5,1.00387183,7761.2,65.9883074,71.4029606,0.227879181,0.264898407,-0.0138913505
362,0.999441361,7760.8,66.0539853,58.5136726,0.164194653,0.263742901,-0.00974374718
362.5,1.00294421,7760.4,66.1415443,69.8278805,0.218897505,0.264680911,0.000522994496
363,0.998155573,7760,66.2592245,56.3724557,0.294200359,0.263430749,0.0475729926
363.5,1.00404236,7759.6,66.3560703,73.3200669,0.242114695,0.264998036,0.0438947676
364,1.01127516,7759.2,66.4708151,96.1842715,0.286861968,0.266920755,0.0868383829
364.5,1.01248283,7758.8,66.5956006,98.8059317,0.311963776,0.267253292,0.019853489
365,1.01497844,7758.4,66.7091598,107.095827,0.283898027,0.267925841,0.0155985849
365.5,1.011674,7758,66.868015,96.8088418,0.39713802,0.26706733,0.0677822897
366,1.01640895,7757.6,66.9938236,112.206123,0.314521459,0.268331124,0.051618332
366.5,1.02350898,7757.2,67.1482939,132.706219,0.386175558,0.27021946,0.11957772
367,1.0233293,7756.8,67.2957233,131.551435,0.368573634,0.270185954,0.0385079488
367.5,1.02564389,7756.4,67.3837162,138.177209,0.219982131,0.270811033,-0.0119861664
368,1.02613686,7756,67.485221,139.792187,0.253762031,0.270955168,-0.00634475392
368.5,1.03044706,7755.6,67.6288971,152.589029,0.359190345,0.272107325,0.0607560326
369,1.03135111,7755.2,67.7258233,155.060443,0.242315412,0.272360104,-0.0104689049
369.5,1.03712966,7754.8,67.8715218,172.759304,0.3642462,0.273900235,0.0827080728
370,1.03566048,7754.4,67.9717446,168.220701,0.250557117,0.273526341,-0.00578047164
370.5,1.03809192,7754,68.0704288,176.159568,0.246710427,0.274182649,-0.00214323909
371,1.04129595,7753.6,68.1767877,186.269657,0.265897325,0.275043089,0.0110617307
371.5,1.03891392,7753.2,68.2930019,178.358476,0.290535476,0.27442807,0.0142666947
372,1.03945177,7752.8,68.3448936,180.788582,0.129729251,0.274584307,-0.0553287602
372.5,1.03235703,7752.4,68.455291,158.93828,0.275993568,0.272724214,0.0734832224
373,1.03176927,7752,68.5674724,158.052048,0.280453518,0.272583006,0.0035522612
373.5,1.03251062,7751.6,68.6976425,159.29962,0.325425159,0.272792939,0.0211849633
374,1.03609119,7751.2,68.8185991,170.729732,0.30239162,0.273753065,0.029445711
374.5,1.03504069,7750.8,68.908882,167.087728,0.225707024,0.273489617,-0.0168820878
375,1.02872623,7750.4,69.0199393,148.010218,0.277643444,0.271835173,0.0598967608
375.5,1.02469782,7750,69.1444021,136.339652,0.311156847,0.270784663,0.0394395829
376,1.02348166,7749.6,69.2979556,135.121906,0.383883788,0.270477242,0.0464916617
376.5,1.01881715,7749.2,69.4262548,120.901489,0.320747969,0.269258443,0.0523167973
